window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,cap_selection_method,selected_pol,polarization_mode,polarization_contrast,polarization_jones_model,polarization_stokes_Q_over_I_mean_abs,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,local_eor_window_residual_vs_processed_background_db,local_peak_delay_bin_excess_db,local_peak_delay_ns,local_top_percentile,local_top_percentile_delay_bin_excess_db,local_null_split_even_residual_power,local_null_split_odd_residual_power,local_null_split_residual_significance,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns,max_pair_fraction_time_delta_tau_lt_bin,median_pair_fraction_time_delta_tau_lt_bin,max_pair_overlap_duration_same_delay_bin_s
0,ok,2459861.2947583133,2459861.3363671424,0.9986118972301483,889,243,50,50,True,35.0,70.0,predicted_peak_apparent_flux,nn,jones_unpolarized,,True,0.0,50,-17.972602179316425,-27.80373222584035,-27.803732225840353,5,-19.08020544978587,-9.037791682195605,412.0975609756097,95.0,-16.997206220994162,0.29620648553902534,0.2946542839974796,0.0031624559032005866,1.4088897079858154,0.2821927265098797,4.992650680301958,6.983311809310555,128,1.0060486410570655,1.0209004042224228,1.4637910414377915,1.7258637268052233,True,6.89347805157965,0.007656590136255452,0.005468705263090196,1.0000000000000004,1.0000000000000002,0.186325660806842,0.03800065630069299,0.0,72.93370177361514,1.0,0.02680965147453083,3604.6716570854187
