window_idx,i,j,satellite_i,satellite_j,peak_coherence,weighted_coherence,peak_delay_ns,min_delta_tau_ns,median_delta_tau_ns,delay_bin_width_ns,fraction_time_delta_tau_lt_bin,overlap_duration_same_delay_bin_s,mean_coherence,p95_coherence
0,0,1,,,1.0000000000000004,0.9999999999999999,-3746.3414634146343,0.0,0.0,12.487804878048792,1.0,3604.6716570854187,1.0,1.0000000000000002
0,0,2,,,0.9999952412526905,0.9999913742816239,-112.39024390243902,7.778199216059006e-05,0.007575076941325659,12.487804878048792,1.0,3604.6716570854187,0.9975743785354733,0.9999624659738354
0,0,3,,,0.9999748240094907,0.9999536604598176,-87.41463414634146,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.989653885627856,0.9998107795125712
0,0,4,,,0.9999748240094907,0.9999536604598176,-87.41463414634146,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.989653885627856,0.9998107795125712
0,0,5,,,0.9999807537895938,0.9999645790692978,-87.41463414634146,9.282083809887561e-05,0.01907365240520583,12.487804878048792,1.0,3604.6716570854187,0.9919710716428359,0.9998533203346991
0,0,6,,,0.022020790028694635,0.011933832056189062,124.87804878048779,0.4306338937551038,77.64407930370758,12.487804878048792,0.040214477211796246,144.95998620986938,0.003730727674883295,0.00968685350954474
0,0,7,,,0.02202022527961143,0.011945907436706564,124.87804878048779,0.4351674549760058,77.65177900021182,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037302844624664713,0.009729066076918392
0,0,8,,,0.022021005090397037,0.011952533499729724,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037311593332170407,0.009718743650950844
0,0,9,,,0.022021005090397037,0.011952533499729724,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037311593332170407,0.009718743650950844
0,0,10,,,0.022019367803037253,0.011978728497851622,124.87804878048779,0.4391838488940344,77.65693430168157,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037342909789308625,0.00967436815863589
0,0,11,,,0.013525611138812656,0.005035720632451024,2622.439024390244,0.6742584694714184,93.1103218462453,12.487804878048792,0.021447721179624665,77.31199264526367,0.003874939944085467,0.008788354013966432
0,0,12,,,0.013909756049922182,0.0049607214453210036,2622.439024390244,0.6422175721720592,93.10786998313904,12.487804878048792,0.021447721179624665,77.31199264526367,0.00385373574872387,0.008693612537269687
0,0,13,,,0.014894758837679514,0.004844902352901894,2622.439024390244,0.1656409865815135,93.04638488402729,12.487804878048792,0.021447721179624665,77.31199264526367,0.003877760603252281,0.008779350965312327
