window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,cap_selection_method,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,local_eor_window_residual_vs_processed_background_db,local_peak_delay_bin_excess_db,local_peak_delay_ns,local_top_percentile,local_top_percentile_delay_bin_excess_db,local_null_split_even_residual_power,local_null_split_odd_residual_power,local_null_split_residual_significance,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns,max_pair_fraction_time_delta_tau_lt_bin,median_pair_fraction_time_delta_tau_lt_bin,max_pair_overlap_duration_same_delay_bin_s
0,ok,2459861.2947583133,2459861.3363671424,0.9986118972301483,889,243,50,50,True,35.0,70.0,predicted_peak_apparent_flux,50,-17.689817368599254,-28.096037114982536,-28.096037114982543,5,-18.800113311851447,-9.834175036057887,412.0975609756097,95.0,-17.01155798759405,0.3165703230977225,0.3136494601559911,0.005467889925574923,1.5940990231774441,0.3087476963025392,5.16311228316146,7.129115698326556,256,1.0069523514371848,0.9861569763911573,1.6069637203400529,1.8311865016369622,True,7.189655184267219,0.009526932621978722,0.006817750043444691,1.0000000000000007,1.0000000000000002,0.1925167313195012,0.04129583137830845,0.0,72.93370177361514,1.0,0.02680965147453083,3604.6716570854187
