window_idx,i,j,satellite_i,satellite_j,peak_coherence,weighted_coherence,peak_delay_ns,min_delta_tau_ns,median_delta_tau_ns,mean_coherence,p95_coherence
0,0,1,,,1.0000000000000007,1.0,2772.2926829268295,0.0,0.0,1.0,1.0000000000000002
0,0,2,,,0.9999984909169519,0.999996368638238,-149.85365853658536,7.778199216059006e-05,0.007575076941325659,0.9973039267264794,0.9999862836636937
0,0,3,,,0.9999933296864478,0.9999853620364643,-137.36585365853657,9.282083809887561e-05,0.01907365240520583,0.9911200416025139,0.9999420657546841
0,0,4,,,0.9999925044411645,0.9999822038726501,-137.36585365853657,8.733465715676106e-05,0.018702661069218838,0.9885616840920581,0.9999267980917182
0,0,5,,,0.9999925044411645,0.9999822038726501,-137.36585365853657,8.733465715676106e-05,0.018702661069218838,0.9885616840920581,0.9999267980917182
0,0,6,,,0.026285025199821625,0.011861014654440815,124.87804878048779,0.4351674549760058,77.65177900021182,0.004071425212044371,0.009849567756557884
0,0,7,,,0.026285263192055215,0.011812634801702523,124.87804878048779,0.4306338937551038,77.64407930370758,0.004061572884017049,0.009855040156682917
0,0,8,,,0.026279332794237626,0.011966922686782023,124.87804878048779,0.4391838488940344,77.65693430168157,0.004097987116981045,0.00986119690567226
0,0,9,,,0.026287038494787387,0.011874774627171689,124.87804878048779,0.43201664744847174,77.64880916209765,0.004071799611228656,0.009846481321472145
0,0,10,,,0.026287038494787387,0.011874774627171689,124.87804878048779,0.43201664744847174,77.64880916209765,0.004071799611228656,0.009846481321472145
0,0,11,,,0.011478769791093265,0.005944271544076415,62.439024390243894,0.1656409865815135,93.04638488402729,0.0031107170747963725,0.007263783371414529
0,0,12,,,0.011591954813505377,0.006167008551128657,62.439024390243894,0.6422175721720592,93.10786998313904,0.0030825444826413275,0.007067030980863328
0,0,13,,,0.011609206283536004,0.006277940877132069,87.41463414634146,0.6742584694714184,93.1103218462453,0.0030800417884481557,0.007136870982401701
0,0,14,,,0.011332563004802947,0.005915301100801551,62.439024390243894,0.4880353610018343,93.0310520521245,0.003090358755610423,0.0072781598744026494
0,0,15,,,0.011399103467948373,0.0059536869257214575,62.439024390243894,0.35790258350238663,93.03202418101851,0.0031050559269088086,0.007257846916849534
0,0,16,,,0.011350742134521592,0.0059325906660744965,62.439024390243894,0.45614493526210315,93.02987974286417,0.003096318903214776,0.007284037721198159
