window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns
0,ok,2459861.2947583133,2459861.3363671424,0.9986118972301483,889,243,50,50,True,35.0,70.0,50,-17.689817368599254,-28.096037114982536,-28.096037114982543,5,1.5940990231774441,0.30874769630253923,5.1631122831614595,7.1291156983265545,256,1.0156317928461402,0.9630297234014671,1.6137980666657041,1.874530996435196,True,7.292718782324945,0.009526932621978722,0.006817750043444691,1.0000000000000007,1.0000000000000002,0.1925167313195012,0.04129583137830845,0.0,72.93370177361514
