window_idx,satellite_name,satellite_index,peak_alt_deg,range_min_km,range_max_km,peak_abs_jy,mean_abs_jy,predicted_peak_apparent_flux_jy,cap_selection_method,cap_selection_score,emission_type
0,,3449,69.39185305659403,589.5040334749883,12748.230630202186,0.36713762401962774,0.0091160393587739,76.26272653752751,predicted_peak_apparent_flux,76.26272653752751,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3450,69.39185305659403,589.5040334749883,12748.230630202186,0.36713762401962774,0.0091160393587739,76.26272653752751,predicted_peak_apparent_flux,76.26272653752751,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3451,69.3849350225092,589.5334898672065,12748.542082403552,0.3670719712941881,0.00911704329293909,76.24818021937183,predicted_peak_apparent_flux,76.24818021937183,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3453,69.36619692760226,589.5308749042281,12748.97912626206,0.3692462926674668,0.009118248739843848,76.23008862074863,predicted_peak_apparent_flux,76.23008862074863,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3454,69.36619692760226,589.5308749042281,12748.97912626206,0.3692462926674668,0.009118248739843848,76.23008862074863,predicted_peak_apparent_flux,76.23008862074863,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3452,69.36831575856658,589.6404364552577,12748.807573858488,0.3692806594894922,0.009118034424682297,76.20388463597388,predicted_peak_apparent_flux,76.20388463597388,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3487,69.11951221576675,591.5789024189048,12811.518946321821,0.3726405333573383,0.009478163973508034,75.45652621510598,predicted_peak_apparent_flux,75.45652621510598,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3486,69.12017827602578,591.6569499448575,12811.578356850032,0.3726154475007317,0.009478744210277595,75.43728911615803,predicted_peak_apparent_flux,75.43728911615803,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3489,69.10802532865443,591.6489060844582,12811.590053383074,0.3726156455679466,0.00947831692892316,75.42712973331169,predicted_peak_apparent_flux,75.42712973331169,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3490,69.10802532865443,591.6489060844582,12811.590053383074,0.3726156455679466,0.00947831692892316,75.42712973331169,predicted_peak_apparent_flux,75.42712973331169,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3488,69.10952789934495,591.7178114905544,12811.679557220285,0.37257605442940506,0.009478823414595175,75.41107347739906,predicted_peak_apparent_flux,75.41107347739906,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3110,67.16839803868393,599.6856497391826,13148.234591071925,0.3705345275593404,0.011605164721680794,71.45118513610342,predicted_peak_apparent_flux,71.45118513610342,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3109,67.17061593855168,599.8065453314625,13148.052715779997,0.3706030344652231,0.011604173786176739,71.42471285163961,predicted_peak_apparent_flux,71.42471285163961,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3114,67.17977358877397,599.9422429908277,13147.385009498748,0.370873909120097,0.011598523817005135,71.40201170720083,predicted_peak_apparent_flux,71.40201170720083,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3112,67.15921785695296,599.8558389028805,13147.390985775468,0.37092403233055826,0.011597554099310434,71.40101140556874,predicted_peak_apparent_flux,71.40101140556874,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3111,67.16019357513743,599.8613506129609,13147.442021876735,0.3708995354685841,0.011597656576869864,71.40072355843795,predicted_peak_apparent_flux,71.40072355843795,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3113,67.16068766816761,599.8914871313991,13147.335749883934,0.3709371169032934,0.011597624213031515,71.39406848389044,predicted_peak_apparent_flux,71.39406848389044,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3286,65.97628408684209,604.105091280799,12102.395140304769,0.3729359622203821,0.008131987849098916,69.15133222602498,predicted_peak_apparent_flux,69.15133222602498,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3287,65.94950464242393,604.0828608311776,12102.137364528598,0.37286751947882507,0.008132432341834674,69.12759549406672,predicted_peak_apparent_flux,69.12759549406672,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3288,65.94716651374185,604.0873693132744,12102.005490317008,0.37284970605304557,0.00813234562309145,69.12404569744008,predicted_peak_apparent_flux,69.12404569744008,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3289,65.94716651374185,604.0873693132744,12102.005490317008,0.37284970605304557,0.00813234562309145,69.12404569744008,predicted_peak_apparent_flux,69.12404569744008,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3284,65.95159820005648,604.1963064267261,12101.288629014309,0.3727662563263743,0.008131872454423813,69.10389235831737,predicted_peak_apparent_flux,69.10389235831737,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3285,65.95159820005648,604.1963064267261,12101.288629014309,0.3727662563263743,0.008131872454423813,69.10389235831737,predicted_peak_apparent_flux,69.10389235831737,literature_parameterized_uemr_template_not_proprietary_waveform
0,,723,64.95644000003374,607.684445781059,11324.465559168773,0.3745683030759235,0.00852691296123508,67.23761894034674,predicted_peak_apparent_flux,67.23761894034674,literature_parameterized_uemr_template_not_proprietary_waveform
0,,724,64.95054061737815,607.8495838827049,11322.24793842018,0.3743402961422043,0.008526939585139344,67.19462383066083,predicted_peak_apparent_flux,67.19462383066083,literature_parameterized_uemr_template_not_proprietary_waveform
0,,725,64.94897836188558,607.8724662047202,11322.103754133443,0.3743267891866997,0.00852692559752325,67.18785260661387,predicted_peak_apparent_flux,67.18785260661387,literature_parameterized_uemr_template_not_proprietary_waveform
0,,726,64.93014228712501,607.9538960657284,11321.756830426215,0.374280751195252,0.008526980726661661,67.1492076533183,predicted_peak_apparent_flux,67.1492076533183,literature_parameterized_uemr_template_not_proprietary_waveform
0,,594,64.2690636992772,612.4096806079268,13278.7945225623,0.37052604834822084,0.01646777281010805,65.45446092081983,predicted_peak_apparent_flux,65.45446092081983,literature_parameterized_uemr_template_not_proprietary_waveform
0,,592,64.26195219028826,612.3747734069403,13278.806760384921,0.37069496670677377,0.016464650110144963,65.4540910735066,predicted_peak_apparent_flux,65.4540910735066,literature_parameterized_uemr_template_not_proprietary_waveform
0,,593,64.26195011643073,612.393018073496,13278.859758257384,0.370495296880099,0.01646825767035037,65.45018877666203,predicted_peak_apparent_flux,65.45018877666203,literature_parameterized_uemr_template_not_proprietary_waveform
0,,595,64.2635196561272,612.473608024376,13278.773755331,0.37052159199033496,0.016467382387926038,65.4346940823773,predicted_peak_apparent_flux,65.4346940823773,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1295,62.940487297452236,616.828772872329,13239.18669287745,0.37456400511328697,0.0163840364539088,63.05181851000053,predicted_peak_apparent_flux,63.05181851000053,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1296,62.91979165227204,616.9281595754287,13239.162817266353,0.37445868216345857,0.016386035590794774,63.00823808376898,predicted_peak_apparent_flux,63.00823808376898,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1291,62.94473965611396,617.1251515775455,13238.917947708267,0.3748279613852151,0.016378981178084423,62.99604700410607,predicted_peak_apparent_flux,62.99604700410607,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1292,62.94473965611396,617.1251515775455,13238.917947708267,0.3748279613852151,0.016378981178084423,62.99604700410607,predicted_peak_apparent_flux,62.99604700410607,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1124,63.04201296085617,617.8252195552977,13249.500702299372,0.3687722805288681,0.01573959429835023,62.96223097901322,predicted_peak_apparent_flux,62.96223097901322,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1293,62.9050047856935,617.0753168059372,13239.071534007753,0.3744708054040807,0.016385521371847445,62.961566367817504,predicted_peak_apparent_flux,62.961566367817504,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1294,62.9050047856935,617.0753168059372,13239.071534007753,0.3744708054040807,0.016385521371847445,62.961566367817504,predicted_peak_apparent_flux,62.961566367817504,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1123,63.02944088554006,617.9003529228098,13249.463976789379,0.3688293504240815,0.015738535609935832,62.93286822554531,predicted_peak_apparent_flux,62.93286822554531,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1126,63.02552034751996,617.8837328700174,13249.501382800228,0.3688902347753855,0.015738040746595322,62.931870669170486,predicted_peak_apparent_flux,62.931870669170486,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1125,63.0177526767005,617.9245610590269,13249.477570200397,0.3688262115206126,0.015738492033768522,62.91487029741291,predicted_peak_apparent_flux,62.91487029741291,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4252,61.94233282783261,622.3667168036894,13130.058907446284,0.37539019326585316,0.01167254570522878,60.8186980940389,predicted_peak_apparent_flux,60.8186980940389,literature_parameterized_uemr_template_not_proprietary_waveform
