window_idx,i,j,satellite_i,satellite_j,peak_coherence,weighted_coherence,peak_delay_ns,min_delta_tau_ns,median_delta_tau_ns,delay_bin_width_ns,fraction_time_delta_tau_lt_bin,overlap_duration_same_delay_bin_s,mean_coherence,p95_coherence
0,0,1,,,1.0000000000000004,1.0,-3584.0,0.0,0.0,12.487804878048792,1.0,3604.6716570854187,1.0,1.0000000000000002
0,0,2,,,0.9999987729284489,0.9999967729571111,-162.34146341463415,7.778199216059006e-05,0.007575076941325659,12.487804878048792,1.0,3604.6716570854187,0.9972645804200189,0.999988659980345
0,0,3,,,0.9999940467627139,0.9999845081181067,-137.36585365853657,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.9884030360525402,0.9999424416277076
0,0,4,,,0.9999940467627139,0.9999845081181067,-137.36585365853657,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.9884030360525402,0.9999424416277076
0,0,5,,,0.999994491155735,0.9999870708787562,-162.34146341463415,9.282083809887561e-05,0.01907365240520583,12.487804878048792,1.0,3604.6716570854187,0.9909964307615626,0.999954901826537
0,0,6,,,0.02946825500472462,0.012371442105149002,124.87804878048779,0.4306338937551038,77.64407930370758,12.487804878048792,0.040214477211796246,144.95998620986938,0.004672099394344943,0.010764222949286546
0,0,7,,,0.029468197711573586,0.012438975118564819,124.87804878048779,0.4351674549760058,77.65177900021182,12.487804878048792,0.040214477211796246,144.95998620986938,0.004685646325818328,0.010666029844473969
0,0,8,,,0.029470666768377063,0.012456231147869402,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.004686097251407296,0.010643930718260242
0,0,9,,,0.029470666768377063,0.012456231147869402,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.004686097251407296,0.010643930718260242
0,0,10,,,0.029459471804585018,0.012581789064368925,124.87804878048779,0.4391838488940344,77.65693430168157,12.487804878048792,0.040214477211796246,144.95998620986938,0.004720372255556545,0.010551409220664318
0,0,11,,,0.01267299116522554,0.007153512659476051,87.41463414634146,0.6742584694714184,93.1103218462453,12.487804878048792,0.021447721179624665,77.31199264526367,0.00348296360955979,0.008253719968271322
0,0,12,,,0.012641052581850713,0.0070233798329434405,87.41463414634146,0.6422175721720592,93.10786998313904,12.487804878048792,0.021447721179624665,77.31199264526367,0.0034902138518435994,0.008288277709112387
0,0,13,,,0.01239185277128766,0.006691098852222545,87.41463414634146,0.1656409865815135,93.04638488402729,12.487804878048792,0.021447721179624665,77.31199264526367,0.00350332293171147,0.008156996060774295
0,0,14,,,0.012291840050267185,0.0066435363402473175,87.41463414634146,0.45614493526210315,93.02987974286417,12.487804878048792,0.021447721179624665,77.31199264526367,0.003475834518964766,0.008075316762912298
0,0,15,,,0.012326534643247873,0.006683379966106979,87.41463414634146,0.35790258350238663,93.03202418101851,12.487804878048792,0.021447721179624665,77.31199264526367,0.0034887536315122585,0.00805776784053257
0,0,16,,,0.012279118805043496,0.006616657870225986,87.41463414634146,0.4880353610018343,93.0310520521245,12.487804878048792,0.021447721179624665,77.31199264526367,0.003468897582544201,0.008079522290234384
0,0,17,,,0.2706929408160822,0.04522805696464059,0.0,0.04557934651467445,21.721165567572903,12.487804878048792,0.2975871313672922,1072.7038979530334,0.04335726016424081,0.14970002113285985
0,0,18,,,0.2704062937722122,0.045169557565269094,0.0,0.03688266710137559,21.73710318879232,12.487804878048792,0.2975871313672922,1072.7038979530334,0.043195678980920096,0.14976707989774724
0,0,19,,,0.27030444177074126,0.045154500747921066,0.0,0.03809109320176419,21.741276911219494,12.487804878048792,0.2975871313672922,1072.7038979530334,0.04319990007142949,0.15043843442404958
0,0,20,,,0.27030444177074126,0.045154500747921066,0.0,0.03809109320176419,21.741276911219494,12.487804878048792,0.2975871313672922,1072.7038979530334,0.04319990007142949,0.15043843442404958
0,0,21,,,0.26998882206182945,0.04510500532233265,0.0,0.03781507554838462,21.751887613847803,12.487804878048792,0.2975871313672922,1072.7038979530334,0.04332213759181534,0.14994310379987968
0,0,22,,,0.26998882206182945,0.04510500532233265,0.0,0.03781507554838462,21.751887613847803,12.487804878048792,0.2975871313672922,1072.7038979530334,0.04332213759181534,0.14994310379987968
0,0,23,,,0.2423993325901278,0.030240549289494673,0.0,0.05980527462335051,28.955116716398702,12.487804878048792,0.20911528150134048,753.7919282913208,0.021489343169604706,0.07519966644257199
0,0,24,,,0.24288981001802798,0.030390709935429458,0.0,0.03863073178990516,28.907588160243026,12.487804878048792,0.20911528150134048,753.7919282913208,0.02206936327794875,0.07471968822407704
0,0,25,,,0.24292571937453536,0.03039829585996568,0.0,0.038089240140082775,28.905377950048642,12.487804878048792,0.20911528150134048,753.7919282913208,0.022002944211154733,0.07448150859822153
0,0,26,,,0.24306795439816914,0.03042512893376381,0.0,0.040668145924275416,28.900900915751986,12.487804878048792,0.20911528150134048,753.7919282913208,0.021861640525173937,0.07377215447318933
0,0,27,,,0.5345132124513844,0.13748744489120773,12.487804878048781,0.36052404524413867,72.96306501931,12.487804878048792,0.03753351206434316,135.29598712921143,0.09893237951020777,0.23677405936713003
0,0,28,,,0.5344700631389049,0.13746971200587207,12.487804878048781,0.46180755663509543,72.93370177361514,12.487804878048792,0.03753351206434316,135.29598712921143,0.09870600926088142,0.23653566815496685
