window_idx,i,j,satellite_i,satellite_j,peak_coherence,peak_delay_ns,mean_coherence,p95_coherence
4,1,6,,,5.6651045460127755e-19,-4026.6666666666665,5.444450809330052e-20,1.5694079436085578e-19
4,1,7,,,0.4088905671710521,-3642.6666666666665,0.16823809153221236,0.23202300548013416
4,1,8,,,0.40885616113091694,-3642.6666666666665,0.16821684721588115,0.23199444443757017
4,1,9,,,0.4090122330345544,-3642.6666666666665,0.16831569516329184,0.23212109126490818
4,1,10,,,0.4090092725134224,-3642.6666666666665,0.16831438971447343,0.23211837640446342
4,1,11,,,0.4093074065091048,-3642.6666666666665,0.1685090899563466,0.23235242942875545
4,1,12,,,0.030201339340122195,-3648.0,0.0058657112855417595,0.01219222289296282
4,1,13,,,0.030264105122356944,-3648.0,0.005878815708545506,0.012219381136618872
4,1,14,,,5.911278613417886e-19,-4026.6666666666665,5.958941421255208e-20,1.6615880318303257e-19
4,1,15,,,5.911278613417886e-19,-4026.6666666666665,5.958941421255208e-20,1.6615880318303257e-19
4,1,16,,,5.9574144951013065e-19,-4026.6666666666665,6.258249017401473e-20,1.7081860589742753e-19
4,1,17,,,0.03059439296731022,-3648.0,0.0059474630815399,0.012362530263161222
4,1,18,,,0.03059439296731022,-3648.0,0.0059474630815399,0.012362530263161222
4,1,19,,,0.030594355910226648,-3648.0,0.005947020816229151,0.012361793618619343
4,1,20,,,0.03061446940483886,-3648.0,0.0059512799137869665,0.01237040155216168
4,1,21,,,0.8622151389739116,-3631.9999999999995,0.6569808188829818,0.719489615227359
4,1,22,,,0.8616519445060538,-3631.9999999999995,0.6562196552685404,0.7187790624662471
4,1,23,,,0.8615948671758875,-3631.9999999999995,0.6561414644620951,0.7187069384926719
4,1,24,,,0.8616228322571879,-3631.9999999999995,0.6561727324836361,0.7187335209601593
4,1,25,,,0.861446905263381,-3631.9999999999995,0.6559227247704095,0.7185123942406659
4,1,26,,,0.861446905263381,-3631.9999999999995,0.6559227247704095,0.7185123942406659
4,1,27,,,8.86783087140005e-19,-4026.6666666666665,8.582184837646551e-20,2.42272023390408e-19
4,1,28,,,8.866583023291406e-19,-4026.6666666666665,8.580973080454659e-20,2.422341146788438e-19
4,1,29,,,8.865351066193486e-19,-4026.6666666666665,8.579805533488737e-20,2.421975930146501e-19
4,1,30,,,8.86289903003876e-19,-4026.6666666666665,8.577420556628203e-20,2.4212174579909855e-19
4,1,31,,,8.86265962278835e-19,-4026.6666666666665,8.577208380837838e-20,2.421150524865642e-19
4,1,32,,,8.862148192956634e-19,-4026.6666666666665,8.576680783090048e-20,2.4209888280079485e-19
4,1,33,,,0.8740972578702196,-3631.9999999999995,0.6732087348734946,0.7336639349284022
4,1,34,,,0.8741063337566346,-3631.9999999999995,0.673219515817464,0.733674069690041
4,1,35,,,0.8742390878586813,-3631.9999999999995,0.6734170784299615,0.7338436848382007
4,1,36,,,0.8742390878586813,-3631.9999999999995,0.6734170784299615,0.7338436848382007
4,1,37,,,0.8742795910394747,-3631.9999999999995,0.6734750121936911,0.7338946950177236
4,1,38,,,2.4270809308876815e-18,4031.9999999999995,2.857305806926075e-19,7.235333540756029e-19
4,1,39,,,2.4614080387874893e-18,4031.9999999999995,2.8770597942948e-19,7.291580989195259e-19
4,1,40,,,2.4573251790832485e-18,4031.9999999999995,2.8736363639646314e-19,7.283536047470067e-19
4,1,41,,,2.4351423509543866e-18,4031.9999999999995,2.8608376644601428e-19,7.2515242473629595e-19
4,1,42,,,2.443040049114236e-18,4031.9999999999995,2.8693774280657833e-19,7.274277561157822e-19
4,1,43,,,4.865777194103005e-19,-4026.6666666666665,4.7220526869221074e-20,1.3343086134090236e-19
4,1,44,,,4.854528868353182e-19,-4026.6666666666665,4.712362825285934e-20,1.3311759125251194e-19
4,1,45,,,4.848305729694983e-19,-4026.6666666666665,4.707009145041703e-20,1.3294724163422214e-19
4,1,46,,,4.847142072270759e-19,-4026.6666666666665,4.7060163599928106e-20,1.329148323165819e-19
4,1,47,,,4.846340539290446e-19,-4026.6666666666665,4.705313600322839e-20,1.3289471658748787e-19
4,1,48,,,4.843952423381248e-19,-4026.6666666666665,4.7033366382182497e-20,1.3282560313676025e-19
4,1,49,,,0.2700772920864636,-3642.6666666666665,0.09250021331929754,0.13626678818224675
4,2,3,,,0.9999999999168538,-3194.6666666666665,0.9999999993390624,0.9999999995303241
4,2,4,,,0.9999999999168538,-3194.6666666666665,0.9999999993390624,0.9999999995303241
4,2,5,,,5.655249362128308e-19,-4026.6666666666665,5.424016156323531e-20,1.5723585814472909e-19
4,2,6,,,5.655249362128308e-19,-4026.6666666666665,5.424016156323531e-20,1.5723585814472909e-19
4,2,7,,,0.40887675402486606,-3642.6666666666665,0.16823147668273453,0.23201350259731776
4,2,8,,,0.40884234572123374,-3642.6666666666665,0.1682102316461043,0.23198494065521327
4,2,9,,,0.40899842228343386,-3642.6666666666665,0.16830907959778543,0.232111596462724
4,2,10,,,0.4089954607359499,-3642.6666666666665,0.16830777356076035,0.23210887220497012
4,2,11,,,0.4092935952876094,-3642.6666666666665,0.16850246854828663,0.23234540652994082
4,2,12,,,0.030203568637169016,-3648.0,0.005866103356071001,0.012193369655634669
4,2,13,,,0.030266338517070644,-3648.0,0.005879208582212754,0.012220530197861255
4,2,14,,,5.906265650193506e-19,-4026.6666666666665,5.970191542241281e-20,1.6581570155031413e-19
4,2,15,,,5.906265650193506e-19,-4026.6666666666665,5.970191542241281e-20,1.6581570155031413e-19
4,2,16,,,5.947017527142336e-19,-4026.6666666666665,6.257772760737908e-20,1.710226777806534e-19
4,2,17,,,0.030596648734348763,-3648.0,0.005947860325756155,0.012363691869295174
4,2,18,,,0.030596648734348763,-3648.0,0.005947860325756155,0.012363691869295174
4,2,19,,,0.030596612401536404,-3648.0,0.005947418177130563,0.012362955534302077
4,2,20,,,0.03061672705943527,-3648.0,0.005951677506861563,0.012371564115876406
4,2,21,,,0.8622021578902322,-3631.9999999999995,0.6569651341161035,0.7194771759105246
4,2,22,,,0.8616389213945418,-3631.9999999999995,0.6562039734753042,0.7187599269926153
4,2,23,,,0.8615818399167594,-3631.9999999999995,0.6561257826477798,0.7186878023135191
4,2,24,,,0.8616098073741831,-3631.9999999999995,0.6561570498514865,0.7187143841405189
4,2,25,,,0.8614338689808065,-3631.9999999999995,0.655907045270314,0.7184932590243549
4,2,26,,,0.8614338689808065,-3631.9999999999995,0.655907045270314,0.7184932590243549
4,2,27,,,8.859056760018522e-19,-4026.6666666666665,8.574846486763935e-20,2.4203754123246436e-19
4,2,28,,,8.85781003518092e-19,-4026.6666666666665,8.57363635221632e-20,2.419997068250085e-19
4,2,29,,,8.856579236710311e-19,-4026.6666666666665,8.5724702267942e-20,2.419632478117557e-19
4,2,30,,,8.854129339217882e-19,-4026.6666666666665,8.570088579680733e-20,2.418875586384757e-19
4,2,31,,,8.85389014739153e-19,-4026.6666666666665,8.569876576353908e-20,2.418808725138455e-19
4,2,32,,,8.85337914194527e-19,-4026.6666666666665,8.569349735443959e-20,2.4186473835940777e-19
4,2,33,,,0.8740854496458643,-3631.9999999999995,0.6731927399814589,0.733646665156376
4,2,34,,,0.8740945270258104,-3631.9999999999995,0.6732035213916139,0.733656800598601
4,2,35,,,0.8742272967074343,-3631.9999999999995,0.6734010846938405,0.7338264184660434
4,2,36,,,0.8742272967074343,-3631.9999999999995,0.6734010846938405,0.7338264184660434
4,2,37,,,0.8742678049505251,-3631.9999999999995,0.6734590191489436,0.733877430036384
4,2,38,,,2.427192729895003e-18,4031.9999999999995,2.855033940437519e-19,7.233467368796092e-19
4,2,39,,,2.4615186752777096e-18,4031.9999999999995,2.874776537190785e-19,7.283698200256147e-19
4,2,40,,,2.457435741240807e-18,4031.9999999999995,2.871352459496701e-19,7.277287025641046e-19
4,2,41,,,2.435253675257148e-18,4031.9999999999995,2.8585609841394974e-19,7.245387195182714e-19
4,2,42,,,2.4431518332471022e-18,4031.9999999999995,2.867106187056049e-19,7.268170938633601e-19
4,2,43,,,4.86086906431673e-19,-4026.6666666666665,4.717935111493016e-20,1.332976465791822e-19
4,2,44,,,4.849631900308965e-19,-4026.6666666666665,4.708253499887946e-20,1.329846814255578e-19
4,2,45,,,4.843414942135997e-19,-4026.6666666666665,4.70290418670399e-20,1.3281449315727277e-19
4,2,46,,,4.84225243218674e-19,-4026.6666666666665,4.701912236050567e-20,1.3278211524134671e-19
4,2,47,,,4.841451732764089e-19,-4026.6666666666665,4.701209922964251e-20,1.3276201520111624e-19
4,2,48,,,4.839065886683228e-19,-4026.6666666666665,4.69923473993457e-20,1.326929726708466e-19
4,2,49,,,0.2700656605123163,-3642.6666666666665,0.092496466643005,0.13626232541440736
4,3,4,,,1.0000000000000004,-4063.9999999999995,1.0,1.0000000000000002
4,3,5,,,5.636096998788689e-19,-4026.6666666666665,5.390575024186795e-20,1.5857391717227752e-19
4,3,6,,,5.636096998788689e-19,-4026.6666666666665,5.390575024186795e-20,1.5857391717227752e-19
4,3,7,,,0.4088736868346659,-3642.6666666666665,0.16823229240384152,0.2320129050609282
4,3,8,,,0.4088392756260335,-3642.6666666666665,0.16821104579569193,0.23198434114435984
4,3,9,,,0.40899535842506046,-3642.6666666666665,0.16830989716097325,0.23211100108258942
4,3,10,,,0.4089923955704249,-3642.6666666666665,0.16830859038722787,0.23210827588243887
4,3,11,,,0.4092905314169779,-3642.6666666666665,0.1685032858750338,0.2323462188299812
4,3,12,,,0.030204976199869588,-3648.0,0.005866323702530538,0.01219410714094267
4,3,13,,,0.030267748760409843,-3648.0,0.005879429387002251,0.012221269187892545
4,3,14,,,5.896459324841263e-19,-4026.6666666666665,6.008265260190645e-20,1.6550470096160749e-19
4,3,15,,,5.896459324841263e-19,-4026.6666666666665,6.008265260190645e-20,1.6550470096160749e-19
4,3,16,,,5.924056808160023e-19,-4026.6666666666665,6.265356419871557e-20,1.717150313104912e-19
4,3,17,,,0.030598074357142093,-3648.0,0.005948083751508428,0.01236443943033878
4,3,18,,,0.030598074357142093,-3648.0,0.005948083751508428,0.01236443943033878
4,3,19,,,0.030598039142712224,-3648.0,0.005947641780047774,0.012363703610040593
4,3,20,,,0.030618154446121613,-3648.0,0.0059519012229863714,0.012372312560176834
4,3,21,,,0.8621962046293314,-3631.9999999999995,0.6569605774423312,0.7194751041033265
4,3,22,,,0.8616329495166644,-3631.9999999999995,0.6561994294652633,0.7187523064800065
4,3,23,,,0.8615758661286094,-3631.9999999999995,0.6561212394181438,0.7186801822121535
4,3,24,,,0.861603834550597,-3631.9999999999995,0.6561525048540116,0.7187067622836821
4,3,25,,,0.8614278929669821,-3631.9999999999995,0.6559025078627077,0.7184856444176824
4,3,26,,,0.8614278929669821,-3631.9999999999995,0.6559025078627077,0.7184856444176824
4,3,27,,,8.847402491852916e-19,-4026.6666666666665,8.565217832149883e-20,2.417260465865593e-19
4,3,28,,,8.846157221847313e-19,-4026.6666666666665,8.564008986882381e-20,2.416882473690412e-19
4,3,29,,,8.844927929186365e-19,-4026.6666666666665,8.56284423562566e-20,2.4165182530577775e-19
4,3,30,,,8.842480812242284e-19,-4026.6666666666665,8.560465026456582e-20,2.415762026008662e-19
4,3,31,,,8.842241916790062e-19,-4026.6666666666665,8.560253284989683e-20,2.415695242997581e-19
4,3,32,,,8.841731472390604e-19,-4026.6666666666665,8.559726912011647e-20,2.4155340349517547e-19
4,3,33,,,0.8740800221713528,-3631.9999999999995,0.6731874724842934,0.7336404000658632
4,3,34,,,0.8740891007838,-3631.9999999999995,0.6731982545130027,0.7336505363242024
4,3,35,,,0.8742218798575332,-3631.9999999999995,0.6733958163643186,0.7338201545268128
4,3,36,,,0.8742218798575332,-3631.9999999999995,0.6733958163643186,0.7338201545268128
4,3,37,,,0.874262391459405,-3631.9999999999995,0.6734537511894961,0.7338711670858316
4,3,38,,,2.427120584836622e-18,4031.9999999999995,2.853867948300615e-19,7.232227413051325e-19
4,3,39,,,2.4614452134893997e-18,4031.9999999999995,2.873614312415779e-19,7.277360530416899e-19
4,3,40,,,2.45736232090087e-18,4031.9999999999995,2.870190663596302e-19,7.272385347767512e-19
4,3,41,,,2.4351811085639653e-18,4031.9999999999995,2.857396734515146e-19,7.241726020649798e-19
4,3,42,,,2.4430793722241706e-18,4031.9999999999995,2.865939744394707e-19,7.264504241618664e-19
4,3,43,,,4.854469544528109e-19,-4026.6666666666665,4.7126674212351284e-20,1.3312490098932836e-19
4,3,44,,,4.843246964706288e-19,-4026.6666666666665,4.7029969158798235e-20,1.3281234526610238e-19
4,3,45,,,4.837038052219388e-19,-4026.6666666666665,4.69765373712538e-20,1.326423801986965e-19
4,3,46,,,4.83587703916107e-19,-4026.6666666666665,4.6966629175188495e-20,1.3261004472152317e-19
4,3,47,,,4.835077407671123e-19,-4026.6666666666665,4.69596143752898e-20,1.325899713751071e-19
4,3,48,,,4.8326945309987795e-19,-4026.6666666666665,4.6939884409538205e-20,1.3252101986157563e-19
4,3,49,,,0.2700638696077827,-3642.6666666666665,0.09249766891939826,0.13626477307774332
4,4,5,,,5.636096998788689e-19,-4026.6666666666665,5.390575024186795e-20,1.5857391717227752e-19
4,4,6,,,5.636096998788689e-19,-4026.6666666666665,5.390575024186795e-20,1.5857391717227752e-19
4,4,7,,,0.4088736868346659,-3642.6666666666665,0.16823229240384152,0.2320129050609282
4,4,8,,,0.4088392756260335,-3642.6666666666665,0.16821104579569193,0.23198434114435984
4,4,9,,,0.40899535842506046,-3642.6666666666665,0.16830989716097325,0.23211100108258942
4,4,10,,,0.4089923955704249,-3642.6666666666665,0.16830859038722787,0.23210827588243887
4,4,11,,,0.4092905314169779,-3642.6666666666665,0.1685032858750338,0.2323462188299812
4,4,12,,,0.030204976199869588,-3648.0,0.005866323702530538,0.01219410714094267
4,4,13,,,0.030267748760409843,-3648.0,0.005879429387002251,0.012221269187892545
4,4,14,,,5.896459324841263e-19,-4026.6666666666665,6.008265260190645e-20,1.6550470096160749e-19
4,4,15,,,5.896459324841263e-19,-4026.6666666666665,6.008265260190645e-20,1.6550470096160749e-19
4,4,16,,,5.924056808160023e-19,-4026.6666666666665,6.265356419871557e-20,1.717150313104912e-19
4,4,17,,,0.030598074357142093,-3648.0,0.005948083751508428,0.01236443943033878
4,4,18,,,0.030598074357142093,-3648.0,0.005948083751508428,0.01236443943033878
4,4,19,,,0.030598039142712224,-3648.0,0.005947641780047774,0.012363703610040593
4,4,20,,,0.030618154446121613,-3648.0,0.0059519012229863714,0.012372312560176834
4,4,21,,,0.8621962046293314,-3631.9999999999995,0.6569605774423312,0.7194751041033265
4,4,22,,,0.8616329495166644,-3631.9999999999995,0.6561994294652633,0.7187523064800065
4,4,23,,,0.8615758661286094,-3631.9999999999995,0.6561212394181438,0.7186801822121535
4,4,24,,,0.861603834550597,-3631.9999999999995,0.6561525048540116,0.7187067622836821
4,4,25,,,0.8614278929669821,-3631.9999999999995,0.6559025078627077,0.7184856444176824
4,4,26,,,0.8614278929669821,-3631.9999999999995,0.6559025078627077,0.7184856444176824
4,4,27,,,8.847402491852916e-19,-4026.6666666666665,8.565217832149883e-20,2.417260465865593e-19
4,4,28,,,8.846157221847313e-19,-4026.6666666666665,8.564008986882381e-20,2.416882473690412e-19
4,4,29,,,8.844927929186365e-19,-4026.6666666666665,8.56284423562566e-20,2.4165182530577775e-19
4,4,30,,,8.842480812242284e-19,-4026.6666666666665,8.560465026456582e-20,2.415762026008662e-19
4,4,31,,,8.842241916790062e-19,-4026.6666666666665,8.560253284989683e-20,2.415695242997581e-19
4,4,32,,,8.841731472390604e-19,-4026.6666666666665,8.559726912011647e-20,2.4155340349517547e-19
4,4,33,,,0.8740800221713528,-3631.9999999999995,0.6731874724842934,0.7336404000658632
4,4,34,,,0.8740891007838,-3631.9999999999995,0.6731982545130027,0.7336505363242024
4,4,35,,,0.8742218798575332,-3631.9999999999995,0.6733958163643186,0.7338201545268128
4,4,36,,,0.8742218798575332,-3631.9999999999995,0.6733958163643186,0.7338201545268128
4,4,37,,,0.874262391459405,-3631.9999999999995,0.6734537511894961,0.7338711670858316
4,4,38,,,2.427120584836622e-18,4031.9999999999995,2.853867948300615e-19,7.232227413051325e-19
4,4,39,,,2.4614452134893997e-18,4031.9999999999995,2.873614312415779e-19,7.277360530416899e-19
4,4,40,,,2.45736232090087e-18,4031.9999999999995,2.870190663596302e-19,7.272385347767512e-19
4,4,41,,,2.4351811085639653e-18,4031.9999999999995,2.857396734515146e-19,7.241726020649798e-19
4,4,42,,,2.4430793722241706e-18,4031.9999999999995,2.865939744394707e-19,7.264504241618664e-19
4,4,43,,,4.854469544528109e-19,-4026.6666666666665,4.7126674212351284e-20,1.3312490098932836e-19
4,4,44,,,4.843246964706288e-19,-4026.6666666666665,4.7029969158798235e-20,1.3281234526610238e-19
4,4,45,,,4.837038052219388e-19,-4026.6666666666665,4.69765373712538e-20,1.326423801986965e-19
4,4,46,,,4.83587703916107e-19,-4026.6666666666665,4.6966629175188495e-20,1.3261004472152317e-19
4,4,47,,,4.835077407671123e-19,-4026.6666666666665,4.69596143752898e-20,1.325899713751071e-19
4,4,48,,,4.8326945309987795e-19,-4026.6666666666665,4.6939884409538205e-20,1.3252101986157563e-19
4,4,49,,,0.2700638696077827,-3642.6666666666665,0.09249766891939826,0.13626477307774332
4,5,6,,,1.0000000000000007,-1871.9999999999998,1.0,1.0000000000000002
4,5,7,,,1.7366196338094875e-20,-3674.6666666666665,2.8243545655080525e-21,6.856067935519423e-21
4,5,8,,,1.7321523452003538e-20,-3674.6666666666665,2.8292959797524293e-21,6.862305564430401e-21
4,5,9,,,1.7422478062808553e-20,-3674.6666666666665,2.8003656737235797e-21,6.820763104426382e-21
4,5,10,,,1.7405664706928037e-20,-3674.6666666666665,2.798728848925611e-21,6.818926191640919e-21
4,5,11,,,1.7329499363875673e-20,-3674.6666666666665,2.766890276223308e-21,6.82563288204288e-21
4,5,12,,,1.3140184047847065e-16,-3674.6666666666665,1.3071950389313957e-17,4.065184434909867e-17
4,5,13,,,1.3049325093635e-16,-3674.6666666666665,1.2983007445492777e-17,4.0376060381228794e-17
4,5,14,,,0.9999952608363767,997.3333333333334,0.9999929685537542,0.999994621643682
4,5,15,,,0.9999952608363767,997.3333333333334,0.9999929685537542,0.999994621643682
4,5,16,,,0.9999883649647697,-2602.6666666666665,0.9999827737775001,0.9999867921012859
4,5,17,,,1.264818581527911e-16,-3674.6666666666665,1.2590088072909506e-17,3.915794138474766e-17
4,5,18,,,1.264818581527911e-16,-3674.6666666666665,1.2590088072909506e-17,3.915794138474766e-17
4,5,19,,,1.266640966817944e-16,-3674.6666666666665,1.2607831005043817e-17,3.921339092711133e-17
4,5,20,,,1.2620153076188783e-16,-3674.6666666666665,1.2562477570167523e-17,3.907263846963644e-17
4,5,21,,,1.1361177528394538e-19,-3637.3333333333335,1.6955830895161665e-20,3.72247381185908e-20
4,5,22,,,1.0418549870652718e-19,-3642.6666666666665,2.0661518998824238e-20,4.647616635006186e-20
4,5,23,,,1.0413901352224123e-19,-3642.6666666666665,2.0671214711193503e-20,4.6493136678606604e-20
4,5,24,,,1.0403923306670463e-19,-3642.6666666666665,2.0976869463645552e-20,4.798415910385585e-20
4,5,25,,,1.0243777185823829e-19,-3642.6666666666665,2.1735539226208195e-20,4.9492063691852254e-20
4,5,26,,,1.0243777185823829e-19,-3642.6666666666665,2.1735539226208195e-20,4.9492063691852254e-20
4,5,27,,,0.03601171773768766,-3674.6666666666665,0.007838958180082073,0.013613817126739128
4,5,28,,,0.036011825854125754,-3674.6666666666665,0.007835916325328022,0.013611254772432392
4,5,29,,,0.03600293757236975,-3674.6666666666665,0.007830366999953051,0.013604338498056624
4,5,30,,,0.03601156427056495,-3674.6666666666665,0.007826665435081967,0.013601933805234022
4,5,31,,,0.03601786748769651,-3674.6666666666665,0.007827855170273713,0.013604064237785403
4,5,32,,,0.036023121410570735,-3674.6666666666665,0.007828082919141525,0.013605088493462746
4,5,33,,,1.4344840457423805e-19,-3637.3333333333335,2.698941921553779e-20,5.650005764814607e-20
4,5,34,,,1.4343645889707323e-19,-3637.3333333333335,2.69893186082422e-20,5.644920118010258e-20
4,5,35,,,1.4062307657282724e-19,-3637.3333333333335,2.669547080549436e-20,5.701210085162892e-20
4,5,36,,,1.4062307657282724e-19,-3637.3333333333335,2.669547080549436e-20,5.701210085162892e-20
4,5,37,,,1.4030913470440494e-19,-3637.3333333333335,2.666085880672253e-20,5.703206237993441e-20
4,5,38,,,0.0579349714658329,3642.6666666666665,0.01151328335616364,0.021076135954804915
4,5,39,,,0.057875214864313455,3642.6666666666665,0.011499787242114645,0.021050699520475443
4,5,40,,,0.05788836133567283,3642.6666666666665,0.011503494724290372,0.02105711181382019
4,5,41,,,0.05792165118413982,3642.6666666666665,0.011510854769478003,0.02107111714694223
4,5,42,,,0.05792320495418572,3642.6666666666665,0.011510323690807586,0.021070698225112802
4,5,43,,,0.10640601420760872,-3674.6666666666665,0.009170088953607347,0.021023468337995996
4,5,44,,,0.10649476342022995,-3674.6666666666665,0.009189372318655251,0.021056181427118594
4,5,45,,,0.10650271496548042,-3674.6666666666665,0.009194117601778018,0.021047496588623687
4,5,46,,,0.10652397249370653,-3674.6666666666665,0.009196904933660087,0.021050278760703672
4,5,47,,,0.10647647953163442,-3674.6666666666665,0.009192159556311495,0.02103416615699929
4,5,48,,,0.10667079794791924,-3674.6666666666665,0.009212131090424767,0.021075988074157226
4,5,49,,,6.218414080550805e-20,3669.333333333333,7.868166465791637e-21,2.346695132772997e-20
4,6,7,,,1.7366196338094875e-20,-3674.6666666666665,2.8243545655080525e-21,6.856067935519423e-21
4,6,8,,,1.7321523452003538e-20,-3674.6666666666665,2.8292959797524293e-21,6.862305564430401e-21
4,6,9,,,1.7422478062808553e-20,-3674.6666666666665,2.8003656737235797e-21,6.820763104426382e-21
4,6,10,,,1.7405664706928037e-20,-3674.6666666666665,2.798728848925611e-21,6.818926191640919e-21
4,6,11,,,1.7329499363875673e-20,-3674.6666666666665,2.766890276223308e-21,6.82563288204288e-21
4,6,12,,,1.3140184047847065e-16,-3674.6666666666665,1.3071950389313957e-17,4.065184434909867e-17
4,6,13,,,1.3049325093635e-16,-3674.6666666666665,1.2983007445492777e-17,4.0376060381228794e-17
4,6,14,,,0.9999952608363767,997.3333333333334,0.9999929685537542,0.999994621643682
4,6,15,,,0.9999952608363767,997.3333333333334,0.9999929685537542,0.999994621643682
4,6,16,,,0.9999883649647697,-2602.6666666666665,0.9999827737775001,0.9999867921012859
4,6,17,,,1.264818581527911e-16,-3674.6666666666665,1.2590088072909506e-17,3.915794138474766e-17
4,6,18,,,1.264818581527911e-16,-3674.6666666666665,1.2590088072909506e-17,3.915794138474766e-17
4,6,19,,,1.266640966817944e-16,-3674.6666666666665,1.2607831005043817e-17,3.921339092711133e-17
4,6,20,,,1.2620153076188783e-16,-3674.6666666666665,1.2562477570167523e-17,3.907263846963644e-17
4,6,21,,,1.1361177528394538e-19,-3637.3333333333335,1.6955830895161665e-20,3.72247381185908e-20
4,6,22,,,1.0418549870652718e-19,-3642.6666666666665,2.0661518998824238e-20,4.647616635006186e-20
4,6,23,,,1.0413901352224123e-19,-3642.6666666666665,2.0671214711193503e-20,4.6493136678606604e-20
4,6,24,,,1.0403923306670463e-19,-3642.6666666666665,2.0976869463645552e-20,4.798415910385585e-20
4,6,25,,,1.0243777185823829e-19,-3642.6666666666665,2.1735539226208195e-20,4.9492063691852254e-20
4,6,26,,,1.0243777185823829e-19,-3642.6666666666665,2.1735539226208195e-20,4.9492063691852254e-20
4,6,27,,,0.03601171773768766,-3674.6666666666665,0.007838958180082073,0.013613817126739128
4,6,28,,,0.036011825854125754,-3674.6666666666665,0.007835916325328022,0.013611254772432392
4,6,29,,,0.03600293757236975,-3674.6666666666665,0.007830366999953051,0.013604338498056624
4,6,30,,,0.03601156427056495,-3674.6666666666665,0.007826665435081967,0.013601933805234022
4,6,31,,,0.03601786748769651,-3674.6666666666665,0.007827855170273713,0.013604064237785403
4,6,32,,,0.036023121410570735,-3674.6666666666665,0.007828082919141525,0.013605088493462746
4,6,33,,,1.4344840457423805e-19,-3637.3333333333335,2.698941921553779e-20,5.650005764814607e-20
4,6,34,,,1.4343645889707323e-19,-3637.3333333333335,2.69893186082422e-20,5.644920118010258e-20
4,6,35,,,1.4062307657282724e-19,-3637.3333333333335,2.669547080549436e-20,5.701210085162892e-20
4,6,36,,,1.4062307657282724e-19,-3637.3333333333335,2.669547080549436e-20,5.701210085162892e-20
4,6,37,,,1.4030913470440494e-19,-3637.3333333333335,2.666085880672253e-20,5.703206237993441e-20
4,6,38,,,0.0579349714658329,3642.6666666666665,0.01151328335616364,0.021076135954804915
4,6,39,,,0.057875214864313455,3642.6666666666665,0.011499787242114645,0.021050699520475443
4,6,40,,,0.05788836133567283,3642.6666666666665,0.011503494724290372,0.02105711181382019
4,6,41,,,0.05792165118413982,3642.6666666666665,0.011510854769478003,0.02107111714694223
4,6,42,,,0.05792320495418572,3642.6666666666665,0.011510323690807586,0.021070698225112802
4,6,43,,,0.10640601420760872,-3674.6666666666665,0.009170088953607347,0.021023468337995996
4,6,44,,,0.10649476342022995,-3674.6666666666665,0.009189372318655251,0.021056181427118594
4,6,45,,,0.10650271496548042,-3674.6666666666665,0.009194117601778018,0.021047496588623687
4,6,46,,,0.10652397249370653,-3674.6666666666665,0.009196904933660087,0.021050278760703672
4,6,47,,,0.10647647953163442,-3674.6666666666665,0.009192159556311495,0.02103416615699929
4,6,48,,,0.10667079794791924,-3674.6666666666665,0.009212131090424767,0.021075988074157226
4,6,49,,,6.218414080550805e-20,3669.333333333333,7.868166465791637e-21,2.346695132772997e-20
4,7,8,,,0.999999996514047,1013.3333333333333,0.999999994446996,0.9999999958130077
4,7,9,,,0.9999999788527718,-2576.0,0.9999999677832633,0.9999999758203297
4,7,10,,,0.9999999791232457,-2570.6666666666665,0.9999999684290586,0.999999976613921
4,7,11,,,0.9999997308751407,2597.333333333333,0.9999995803624041,0.9999996912414045
4,7,12,,,0.06603361506722916,3669.333333333333,0.006614609729813432,0.011968330296795983
4,7,13,,,0.06611216670100904,3669.333333333333,0.006630860668330285,0.011975212169472064
4,7,14,,,1.1916880027376677e-20,-3680.0,4.054914448532604e-21,7.978151520490176e-21
4,7,15,,,1.1916880027376677e-20,-3680.0,4.054914448532604e-21,7.978151520490176e-21
4,7,16,,,1.22632324723422e-20,3648.0,4.1460077171417464e-21,7.947151631732793e-21
4,7,17,,,0.06656280188917477,3669.333333333333,0.00672055298159249,0.012117861230074769
4,7,18,,,0.06656280188917477,3669.333333333333,0.00672055298159249,0.012117861230074769
4,7,19,,,0.06660876889756881,3669.333333333333,0.0067249171357131625,0.01212566152558598
4,7,20,,,0.0666236682876552,3669.333333333333,0.006728983719321457,0.012130266704569181
4,7,21,,,0.7694785609934224,-997.3333333333334,0.5623294276270966,0.6632436532868019
4,7,22,,,0.769823976221901,-997.3333333333334,0.5631229204072943,0.6639249971090843
4,7,23,,,0.7698593392838707,-997.3333333333334,0.5631970325477003,0.6639883735995664
4,7,24,,,0.7698409891288733,-997.3333333333334,0.5631418151410094,0.6639386658027225
4,7,25,,,0.7699725308191993,-997.3333333333334,0.5634451220554406,0.6642015842789146
4,7,26,,,0.7699725308191993,-997.3333333333334,0.5634451220554406,0.6642015842789146
4,7,27,,,1.111044743065709e-20,-3642.6666666666665,1.8954963649694023e-21,4.041795271422402e-21
4,7,28,,,1.0849542200356921e-20,-3642.6666666666665,1.835607474399921e-21,3.948772253227238e-21
4,7,29,,,1.0535668790333046e-20,-3642.6666666666665,1.77639816315165e-21,3.8566745779865936e-21
4,7,30,,,1.0408877464123648e-20,3674.6666666666665,1.7151681461403224e-21,3.86519373011145e-21
