window_idx,i,j,satellite_i,satellite_j,peak_coherence,weighted_coherence,peak_delay_ns,min_delta_tau_ns,median_delta_tau_ns,mean_coherence,p95_coherence
0,0,1,,,0.9999512126034144,0.9999247760410093,49.951219512195124,0.0001326337051872324,0.02884612188375665,0.9847256119484585,0.9997459131902322
0,0,2,,,0.9999701376549124,0.9999540151561455,62.439024390243894,9.132813710868976e-05,0.023545706889828714,0.9909873660822062,0.9998508713595949
0,0,3,,,0.9999652670768108,0.999943754179708,49.951219512195124,0.00030313634897203196,0.030344942786645134,0.988027799605253,0.9998048821477359
0,0,4,,,0.047083726567925054,0.01761566655189908,37.46341463414634,0.2002350184388954,112.43713490623479,0.008624566445060235,0.02210049736432144
0,0,5,,,0.047083726567925054,0.01761566655189908,37.46341463414634,0.2002350184388954,112.43713490623479,0.008624566445060235,0.02210049736432144
0,0,6,,,0.04709134751311301,0.017622898169048492,37.46341463414634,0.12277544501349312,112.4392440445738,0.00861389828481593,0.022050163533635064
0,0,7,,,0.04768403523793416,0.018002692529353954,62.439024390243894,0.5143283393962543,112.46803497845967,0.0086289993554145,0.021393032985130997
0,0,8,,,0.047448912008311715,0.017876696159130324,62.439024390243894,0.5174804081862342,112.46169325463785,0.008602405478285079,0.021639783283581827
0,0,9,,,0.04738414310495837,0.017850671696800102,62.439024390243894,0.5254091139124462,112.45924797122083,0.008586236634816323,0.0214077091048406
0,0,10,,,0.04748594559685907,0.017896544885832574,62.439024390243894,0.5162386176559546,112.46443490055475,0.008613243525995953,0.021486033703038126
0,0,11,,,0.04748594559685907,0.017896544885832574,62.439024390243894,0.5162386176559546,112.46443490055475,0.008613243525995953,0.021486033703038126
0,0,12,,,0.12318216433426053,0.022876805383138136,-12.487804878048781,0.014730487447069913,41.785584012104806,0.019191593847313098,0.053983470417788934
0,0,13,,,0.12314280337008433,0.022865664892965376,-12.487804878048781,0.006595970718678086,41.7870244918537,0.019219773204944914,0.05396366989541336
0,0,14,,,0.12314380686438968,0.022866024187089398,-12.487804878048781,0.00844490378310095,41.78586408070944,0.01920473609474977,0.05416096489113497
0,0,15,,,0.12328155592994933,0.022885503413968236,-12.487804878048781,0.019271586730271597,41.804754735119054,0.019022552560812762,0.055128852970254064
0,0,16,,,0.12328155592994933,0.022885503413968236,-12.487804878048781,0.019271586730271597,41.804754735119054,0.019022552560812762,0.055128852970254064
0,0,17,,,0.005228726903640863,0.001801373022173821,237.26829268292684,4.693961027952385,240.72448389603724,0.0016639450187288898,0.003654519172257735
0,0,18,,,0.12293763726370723,0.022822703114167796,-12.487804878048781,0.013822619252770061,41.76579204589094,0.019200954615480666,0.05324872554079456
0,0,19,,,0.005227723037896051,0.0017980393939159484,237.26829268292684,4.693118492220195,240.7252967579301,0.0016635273742660447,0.003653230478092105
0,0,20,,,0.0052290714051158515,0.0017974030540813762,237.26829268292684,4.685248152500425,240.7327361683893,0.0016665838231408906,0.0036635154996743297
0,0,21,,,0.005226836667705946,0.001796531682724096,237.26829268292684,4.692990334288043,240.72544423865128,0.001663219409143069,0.0036520382974106454
0,0,22,,,0.0031299468494039675,0.002107023101464567,-87.41463414634146,1.8131945164976824,230.63166658968757,0.000921786655369221,0.0020121884694515066
0,0,23,,,0.003123722358183007,0.002076707167571642,-87.41463414634146,1.8210341758534145,230.6149701047615,0.0009141711984364064,0.001989991519042088
0,0,24,,,0.00310115152857836,0.001939793911779306,-87.41463414634146,1.8367511149788613,230.59575818102553,0.0008937327196118837,0.0019277743366843464
0,0,25,,,0.003110134385925907,0.001998559703994513,-87.41463414634146,1.828393325287351,230.5898280830913,0.0009014466407046232,0.001956269952090863
0,0,26,,,0.020617649039376407,0.008073323190619389,212.29268292682926,0.3898259379773058,129.79586275622628,0.004925442585444225,0.012853578365460827
0,0,27,,,0.020668708793559382,0.008075871663732609,212.29268292682926,0.3761686404067012,129.78777405345787,0.004949741535591194,0.013043742089911676
0,0,28,,,0.020695494635145292,0.008068659654606486,212.29268292682926,0.3475817359121636,129.76986334714803,0.0049208198024227046,0.013095327238629271
0,0,29,,,0.6203758461370855,0.12544814479822947,-37.46341463414634,0.34902310801975867,26.13220895942866,0.10095618050079484,0.2674567713585097
0,0,30,,,0.6198839401345025,0.12525850856392262,-37.46341463414634,0.3279480620169711,26.200911235179987,0.09956407870868728,0.26221403333357846
0,0,31,,,0.619042084763613,0.12497070360384446,-37.46341463414634,0.2892515814862066,26.286734738408242,0.09886662986089569,0.2626182173395656
0,0,32,,,0.1463685478344916,0.01945818899409596,1860.6829268292684,0.07181624416415218,86.03539967917297,0.018603535185718893,0.059199966611918904
0,0,33,,,0.1466402441348956,0.019465995927416782,1860.6829268292684,0.07481013946130595,86.03281900575743,0.018640767384139615,0.05925767829720411
0,0,34,,,0.1466402441348956,0.019465995927416782,1860.6829268292684,0.07481013946130595,86.03281900575743,0.018640767384139615,0.05925767829720411
0,0,35,,,0.14580279024633752,0.019422755889884354,1860.6829268292684,0.050147171513935614,86.0536239831649,0.01880312531186215,0.06108665776799514
0,0,36,,,0.14580279024633752,0.019422755889884354,1860.6829268292684,0.050147171513935614,86.0536239831649,0.01880312531186215,0.06108665776799514
0,0,37,,,0.13558357175897326,0.021482795027893086,0.0,0.2053222249400523,64.490866864771,0.01465816687123556,0.0463178661458714
0,0,38,,,0.13558357175897326,0.021482795027893086,0.0,0.2053222249400523,64.490866864771,0.01465816687123556,0.0463178661458714
0,0,39,,,0.136057553453679,0.02154819421244565,0.0,0.18478806480834029,64.50038394103288,0.014915808300055977,0.04840055768049776
0,0,40,,,0.1361047247522448,0.021550428327459837,0.0,0.18422825068107174,64.50568162225603,0.014936490446346866,0.04849829476921466
0,0,41,,,0.13754843774720005,0.02173888540774209,0.0,0.1318388201700505,64.53687797310371,0.015167180034550608,0.05836393834143147
0,0,42,,,0.13754843774720005,0.02173888540774209,0.0,0.1318388201700505,64.53687797310371,0.015167180034550608,0.05836393834143147
0,0,43,,,0.1372289898025881,0.02169945996782994,0.0,0.13837081754560265,64.52992187468142,0.015256795012397618,0.05648943980062837
0,0,44,,,0.14399513087079305,0.030704572359067685,12.487804878048781,0.049680131626413,79.74239685288507,0.016598420678160673,0.051025408596084676
0,0,45,,,0.14399513087079305,0.030704572359067685,12.487804878048781,0.049680131626413,79.74239685288507,0.016598420678160673,0.051025408596084676
0,0,46,,,0.14395040672040033,0.030697205885242877,12.487804878048781,0.049902331273836885,79.74289598662041,0.016523207966122486,0.05159138100045835
0,0,47,,,0.1437303571930396,0.03066716091330624,12.487804878048781,0.04604613011117658,79.75015405798581,0.01668298555343096,0.05129820783233406
0,0,48,,,0.1437303571930396,0.03066716091330624,12.487804878048781,0.04604613011117658,79.75015405798581,0.01668298555343096,0.05129820783233406
0,0,49,,,0.019312680200483375,0.005102395246959179,262.2439024390244,1.8432220118005684,130.3208149560761,0.0024239087300850374,0.00520007628663196
0,1,2,,,0.9999974990385034,0.9999960497344366,37.46341463414634,0.00011373263139323903,0.005473189308053001,0.9987930333459835,0.9999873271014432
0,1,3,,,0.9999986801633723,0.9999982437764663,112.39024390243902,3.0444264654494956e-07,0.0008657417183377154,0.9997210417587907,0.999996325120283
0,1,4,,,0.04546741883612276,0.017312628833429954,62.439024390243894,0.22850623453797325,112.47802514618353,0.008570789052897572,0.02216996869843377
0,1,5,,,0.04546741883612276,0.017312628833429954,62.439024390243894,0.22850623453797325,112.47802514618353,0.008570789052897572,0.02216996869843377
0,1,6,,,0.04552192962868402,0.017319918132750238,62.439024390243894,0.15104666111257098,112.48013428452253,0.00855952568210873,0.022091456365348185
0,1,7,,,0.04649983251069838,0.017702837062163183,62.439024390243894,0.6366109274742724,112.5089252184084,0.008574322260995294,0.021589412562851053
0,1,8,,,0.04626526486468344,0.01757669707886404,62.439024390243894,0.6151294870271106,112.50258349458659,0.00854488263095403,0.021455667326616388
0,1,9,,,0.046201036182279415,0.017549671742113998,62.439024390243894,0.5557274408775099,112.50013821116957,0.00852992600253426,0.0212219176932782
0,1,10,,,0.04630245773271244,0.017596410338422314,62.439024390243894,0.6385212057339725,112.50532514050349,0.008557290151393279,0.021509803393283785
0,1,11,,,0.04630245773271244,0.017596410338422314,62.439024390243894,0.6385212057339725,112.50532514050349,0.008557290151393279,0.021509803393283785
