window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns
0,ok,2459861.2530376324,2459861.2946464615,0.9986118972301483,836,184,50,50,True,35.0,70.0,50,-27.68839489308984,-30.573673071298238,-30.575598416866278,5,1.8253479603157807,0.3704331434720756,4.9276043261322835,6.9263582783406585,256,1.0088126612952804,0.9693314461499369,1.6203255919502317,1.8210819349027283,True,7.061635258902492,0.009787340746607984,0.008151454827294565,1.0000000000000007,1.0000000000000002,0.3972139098404395,0.11649150481550323,0.0,44.12608644010227
