window_idx,jd,time_sec,alt_deg,az_deg,range_km,range_rate_m_s,tau_s,tau_dot_s_per_s,satellite_name,satellite_index
0,2459861.2530376324,0.0,-13.036531798449492,322.8056392880215,4483.779896996462,-6542.042381179939,1.4270330028193913e-07,9.946001015931775e-12,,753
0,2459861.2531494843,9.663999080657959,-12.63633277174707,322.84577649522936,4420.557605439114,-6547.019565413502,1.4279941842661332e-07,9.480960146336924e-12,,753
0,2459861.253261336,19.327998161315918,-12.232992176242819,322.88689107022384,4357.239114874051,-6556.84442119798,1.4288654826221504e-07,8.535219138116534e-12,,753
0,2459861.2533731875,28.991957008838654,-11.826368318378037,322.9290418327683,4293.827192714646,-6566.407458253874,1.429643868217027e-07,7.557140638352237e-12,,753
0,2459861.2534850393,38.65595608949661,-11.416305607134417,322.9722917192337,4230.323867402198,-6575.703047807125,1.4303261231850803e-07,6.544584146677496e-12,,753
0,2459861.253596891,48.31995517015457,-11.00264402886477,323.0167070209886,4166.732016297271,-6584.725019796926,1.4309088053205626e-07,5.49523919465605e-12,,753
0,2459861.2537087426,57.98391401767731,-10.585213391065235,323.06235820829187,4103.054579608337,-6593.466744810401,1.431388241134503e-07,4.406595474669549e-12,,753
0,2459861.2538205944,67.64791309833527,-10.163827225533508,323.1093208732123,4039.293768106715,-6601.9211942369,1.4317605097938058e-07,3.275907617933447e-12,,753
0,2459861.2539324462,77.31191217899323,-9.738292319943634,323.1576749760683,3975.4526589049738,-6610.080670989031,1.4320214084986634e-07,2.1001996523172577e-12,,753
0,2459861.254044298,86.97591125965118,-9.308400801108693,323.20750602607814,3911.53414105169,-6617.936898766493,1.4321664363439896e-07,8.762199207554932e-13,,753
0,2459861.2541561495,96.63987010717392,-8.87393260410397,323.25890514688757,3847.541453264153,-6625.480890820792,1.432190764418802e-07,-3.9957834121615984e-13,,753
0,2459861.2542680013,106.30386918783188,-8.434647029990803,323.31197045926945,3783.4771248427955,-6632.703004172741,1.4320892054862165e-07,-1.7310910397332005e-12,,753
0,2459861.254379853,115.96786826848984,-7.990292286971644,323.3668063743915,3719.3445817949478,-6639.592671689781,1.4318561791744715e-07,-3.1225701555587153e-12,,753
0,2459861.2544917045,125.63182711601257,-7.540598712603219,323.4235248426216,3655.147357294513,-6646.138410808431,1.4314856770126175e-07,-4.5786803650545654e-12,,753
0,2459861.2546035564,135.29582619667053,-7.085271462631803,323.4822468069772,3590.8882979496593,-6652.327800090978,1.4309712131605136e-07,-6.104567158011831e-12,,753
0,2459861.254715408,144.9598252773285,-6.623999970510141,323.5431015803079,3526.571177805884,-6658.147201864427,1.4303057863845607e-07,-7.705875105848611e-12,,753
0,2459861.2548272596,154.62378412485123,-6.156450476848357,323.60622839934763,3462.1999091789357,-6663.581719660317,1.4294818255220798e-07,-9.388827548130439e-12,,753
0,2459861.2549391114,164.2877832055092,-5.682257894248763,323.67177824401927,3397.7777504665455,-6668.615115390683,1.4284911170519198e-07,-1.1160320276675753e-11,,753
0,2459861.2550509633,173.95178228616714,-5.201035052746764,323.7399133725408,3333.3089284901416,-6673.229507787444,1.4273247590242068e-07,-1.3027960688241894e-11,,753
0,2459861.2551628146,183.61574113368988,-4.712364280896823,323.81080930976833,3268.7978514719694,-6677.405256595608,1.4259730790627514e-07,-1.5000182133867926e-11,,753
0,2459861.2552746665,193.27974021434784,-4.215788141674736,323.8846571872539,3204.2483204622754,-6681.120794190065,1.4244255293168014e-07,-1.708637639471675e-11,,753
0,2459861.2553865183,202.9437392950058,-3.7108182461781927,323.96166356100804,3139.6651610463346,-6684.352274999954,1.422670624547345e-07,-1.929696853539491e-11,,753
0,2459861.2554983697,212.60769814252853,-3.1969255061232698,324.0420530343803,3075.05344103396,-6687.0733513698215,1.4206958202723853e-07,-2.1643584170485172e-11,,753
0,2459861.2556102215,222.2716972231865,-2.673529286472995,324.1260713601479,3010.4176885494685,-6689.254877122032,1.4184873607320047e-07,-2.4139244978225017e-11,,753
0,2459861.2557220734,231.93569630384445,-2.140005429192377,324.21398575371995,2945.763535068372,-6690.864465906634,1.4160301874468385e-07,-2.679850277783823e-11,,753
0,2459861.2558339247,241.5996551513672,-1.5956745989308934,324.3060884708873,2881.096941702176,-6691.866100674146,1.4133077584940807e-07,-2.9637691188396077e-11,,753
0,2459861.2559457766,251.26365423202515,-1.0397891596535107,324.4027010602376,2816.423428585837,-6692.219639070157,1.4103018257828264e-07,-3.267522370436267e-11,,753
0,2459861.2560576284,260.9276533126831,-0.4715398154992387,324.50417554144275,2751.7497328231057,-6691.880207587557,1.4069922918572957e-07,-3.593182921404895e-11,,753
0,2459861.25616948,270.59161216020584,0.10995885011410153,324.6108994682032,2687.083049445086,-6690.7975461610185,1.4033569383060235e-07,-3.9430943649408146e-11,,753
0,2459861.2562813316,280.2556112408638,0.705684855101273,324.72330197887374,2622.4302794039763,-6688.915195382055,1.399371094198955e-07,-4.319917912108429e-11,,753
0,2459861.2563931835,289.91961032152176,1.3167045514856244,324.84185649766806,2557.799708847543,-6686.16959677804,1.3950074017597968e-07,-4.726673584178657e-11,,753
