window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_used_emitters,max_sats_per_window,truncated_by_cap,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns
0,ok,2459861.4431855073,2459861.453811418,0.2550218515098095,935,10,10,True,10,-26.505788950427167,-41.75389999683608,-41.75389999683608,5,0.06924610870894164,0.021502295677293254,3.220405381275943,5.0791054367407416,256,0.9912757228794151,0.8800092146902402,2.0201927554222303,2.511335566361529,True,5.634233239464379,0.0030001005359701132,0.0016156923106647116,0.9999999227501412,0.9999997475845228,0.042480454590111745,0.0009244633854611204,3.077045413080683e-06,9.247633035659039
