window_idx,i,j,satellite_i,satellite_j,peak_coherence,weighted_coherence,peak_delay_ns,min_delta_tau_ns,median_delta_tau_ns,delay_bin_width_ns,fraction_time_delta_tau_lt_bin,overlap_duration_same_delay_bin_s,mean_coherence,p95_coherence
0,0,1,,,1.0000000000000007,1.0,-162.34146341463415,0.0,0.0,12.487804878048792,1.0,3604.6716570854187,1.0,1.0000000000000002
0,0,2,,,0.9999980569389663,0.999995720291727,-137.36585365853657,7.778199216059006e-05,0.007575076941325659,12.487804878048792,1.0,3604.6716570854187,0.9973534213834108,0.9999805888211137
0,0,3,,,0.9999901605953866,0.9999785039782325,-112.39024390243902,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.9887613072417359,0.9998963880201477
0,0,4,,,0.9999901605953866,0.9999785039782325,-112.39024390243902,8.733465715676106e-05,0.018702661069218838,12.487804878048792,1.0,3604.6716570854187,0.9887613072417359,0.9998963880201477
0,0,5,,,0.9999915815056074,0.999982640975814,-137.36585365853657,9.282083809887561e-05,0.01907365240520583,12.487804878048792,1.0,3604.6716570854187,0.9912755842942786,0.9999201696065204
0,0,6,,,0.024250574375324657,0.01152628885000091,124.87804878048779,0.4306338937551038,77.64407930370758,12.487804878048792,0.040214477211796246,144.95998620986938,0.003720658536090486,0.009382217361900728
0,0,7,,,0.02425019315591727,0.011560932641882534,124.87804878048779,0.4351674549760058,77.65177900021182,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037271150079334226,0.009361191034873859
0,0,8,,,0.02425181407865204,0.011572030678965948,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037275085580156663,0.009352363116836113
0,0,9,,,0.02425181407865204,0.011572030678965948,124.87804878048779,0.43201664744847174,77.64880916209765,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037275085580156663,0.009352363116836113
0,0,10,,,0.024246499241082305,0.011639461234828686,124.87804878048779,0.4391838488940344,77.65693430168157,12.487804878048792,0.040214477211796246,144.95998620986938,0.0037458141612524616,0.009338005646530681
