window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,cap_selection_method,selected_pol,polarization_mode,polarization_contrast,polarization_jones_model,polarization_stokes_Q_over_I_mean_abs,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,local_eor_window_residual_vs_processed_background_db,local_peak_delay_bin_excess_db,local_peak_delay_ns,local_top_percentile,local_top_percentile_delay_bin_excess_db,local_null_split_even_residual_power,local_null_split_odd_residual_power,local_null_split_residual_significance,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns,max_pair_fraction_time_delta_tau_lt_bin,median_pair_fraction_time_delta_tau_lt_bin,max_pair_overlap_duration_same_delay_bin_s
0,ok,2459861.2947583133,2459861.3363671424,0.9986118972301483,889,243,50,50,True,35.0,70.0,predicted_peak_apparent_flux,ee,jones_anti_correlated,0.2,True,0.1400240509156821,50,-17.85924416347918,-27.96136287880257,-27.96136287880257,5,-18.96913319832066,-9.521134717453855,412.0975609756097,95.0,-17.199490169760708,0.30426457229957066,0.30190048646414214,0.004680987868323193,1.491929023639359,0.29298203532658396,5.09222014918533,7.069071710047199,128,0.9983478808916953,0.987173328005367,1.5020005079574053,1.6008197288527741,True,7.125137581654053,0.0079488224533725,0.006715595990592342,1.0000000000000007,1.0000000000000002,0.1975289681011881,0.03958142082938971,0.0,72.93370177361514,1.0,0.02680965147453083,3604.6716570854187
