window_idx,satellite_name,satellite_index,peak_alt_deg,range_min_km,range_max_km,peak_abs_jy,mean_abs_jy,emission_type
0,,4118,69.48132344757427,438.6280039678484,12928.916402661871,0.49964280157212126,0.013629455062717252,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4119,69.4786758686094,438.6295974337197,12928.982122477977,0.49961291919604217,0.013629834028139583,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4120,69.47691572096227,438.6266268917951,12928.921238654566,0.49963408049915625,0.013629362642249166,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4121,69.45926794949676,438.5649013586902,12928.96774210827,0.4996329163635862,0.013628722934159692,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4122,69.45591520975994,438.566970991529,12929.113869285628,0.49955741622949124,0.013629794617721345,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2948,68.25068668683595,594.2860722191974,13277.42664652584,0.3403486700549936,0.011349273740599925,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2949,68.25054469648903,594.2475785838689,13277.437926399562,0.3403361126195163,0.011349239826909071,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2946,68.24797306000352,594.2893264136324,13277.383993867083,0.3404790801646316,0.011346937735439044,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2947,68.24797306000352,594.2893264136324,13277.383993867083,0.3404790801646316,0.011346937735439044,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2944,68.2470584884457,594.1123083010451,13277.55657380415,0.3404539380051466,0.011347611049117386,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2943,68.24252025242221,593.9486316020176,13277.72730924278,0.34036882329735285,0.011348620388014234,literature_parameterized_uemr_template_not_proprietary_waveform
0,,2945,68.23659446592528,594.311793149309,13277.397446360601,0.34061967609709315,0.01134415357549881,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4363,67.09898534634998,600.334339333429,13194.045260393603,0.28847874464194523,0.009418142219303708,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4364,67.09870576035927,600.2981572887645,13194.056231813423,0.28848018526913566,0.00941784323897623,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4362,67.09514106704736,600.3378730353467,13194.084266342641,0.28846404320336816,0.009418470464141527,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4359,67.0859235418387,600.3887941501677,13194.201290696297,0.2887010781155695,0.009420125529185865,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4360,67.0859235418387,600.3887941501677,13194.201290696297,0.2887010781155695,0.009420125529185865,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4361,67.08435519513014,600.3847598930889,13194.000549519264,0.2885089445708619,0.009417151964743185,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4358,67.05413998707988,600.2484882127964,13194.597146710987,0.28857854606425787,0.009422482640604267,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1326,66.229937302633,601.8743255232779,12376.821382538908,0.24344782716160424,0.006787242170767852,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1327,66.229937302633,601.8743255232779,12376.821382538908,0.24344782716160424,0.006787242170767852,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1328,66.21968924794166,601.8048522405854,12376.522136345387,0.24348556860970091,0.006787471882404527,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1323,66.21014766318241,602.2762516247255,12374.463850215272,0.24370253176257545,0.006785582288498723,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1324,66.21014766318241,602.2762516247255,12374.463850215272,0.24370253176257545,0.006785582288498723,literature_parameterized_uemr_template_not_proprietary_waveform
0,,1325,66.19740771809758,601.9942456072583,12375.430183062283,0.24360941088424756,0.006786718511689689,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3412,65.83779431097128,605.2604345756145,11918.181182626844,0.49290342763888617,0.009332511298700398,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3411,65.83511979538271,605.3354916811995,11917.829810289637,0.49295673489118186,0.009331748745433539,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3413,65.80738998822284,605.3209536516637,11920.460198265058,0.4924755335898794,0.0093344352116112,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3414,65.79706460939845,605.1843588806187,11920.326446048151,0.4925079190085173,0.009334886672078123,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3304,65.52860624432957,604.7350041660719,13242.275679167142,0.42988434969414324,0.01479250990326994,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3301,65.51965248306497,604.8153963149247,13242.202502458234,0.42986066911087506,0.014792730166749708,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3302,65.51965248306497,604.8153963149247,13242.202502458234,0.42986066911087506,0.014792730166749708,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3303,65.51818730374049,604.8137943645701,13242.234685163297,0.4299096006427093,0.014792332398648213,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3305,65.51801431319258,604.736559402967,13242.333704969049,0.4299051950224391,0.01479204585422544,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3306,65.51801431319258,604.736559402967,13242.333704969049,0.4299051950224391,0.01479204585422544,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4274,64.21795690925339,612.1604360490016,13279.038517545643,0.35717213231582945,0.018894798662825462,literature_parameterized_uemr_template_not_proprietary_waveform
0,,4276,64.21714425989853,612.2716589473024,13278.934828883144,0.35710201386280205,0.01889643594674274,literature_parameterized_uemr_template_not_proprietary_waveform
