window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns
0,ok,2459861.336478994,2459861.3780878233,0.9986118972301483,1071,318,50,50,True,35.0,70.0,50,-14.612312060532346,-26.97758776760772,-26.97758776760772,5,1.4866707881988699,0.28573260409125195,5.203014170983738,7.162550087466341,256,1.0006087785680506,0.9701993791979016,1.533667584563205,1.8190171167927367,True,7.29394016348789,0.010507033286022217,0.005367838604454342,1.0000000000000007,1.0000000000000002,0.19522071501398627,0.03914018754328576,0.0,75.03055531397557
