window_idx,satellite_name,satellite_index,peak_alt_deg,range_min_km,range_max_km,peak_abs_jy,mean_abs_jy,predicted_peak_apparent_flux_jy,cap_selection_method,cap_selection_score,emission_type
0,,3449,69.39185305659403,589.5040334749883,12748.230630202186,0.18952330083395277,0.006205724190745675,76.26272653752751,predicted_peak_apparent_flux,76.26272653752751,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3450,69.39185305659403,589.5040334749883,12748.230630202186,0.18952330083395277,0.006205724190745675,76.26272653752751,predicted_peak_apparent_flux,76.26272653752751,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3451,69.3849350225092,589.5334898672065,12748.542082403552,0.18948907503105153,0.006206228727104068,76.24818021937183,predicted_peak_apparent_flux,76.24818021937183,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3453,69.36619692760226,589.5308749042281,12748.97912626206,0.19132392455292946,0.0062068557244627275,76.23008862074863,predicted_peak_apparent_flux,76.23008862074863,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3454,69.36619692760226,589.5308749042281,12748.97912626206,0.19132392455292946,0.0062068557244627275,76.23008862074863,predicted_peak_apparent_flux,76.23008862074863,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3452,69.36831575856658,589.6404364552577,12748.807573858488,0.19134173162478063,0.006206663689021666,76.20388463597388,predicted_peak_apparent_flux,76.20388463597388,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3487,69.11951221576675,591.5789024189048,12811.518946321821,0.548430757141687,0.012533442615005027,75.45652621510598,predicted_peak_apparent_flux,75.45652621510598,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3486,69.12017827602578,591.6569499448575,12811.578356850032,0.5483938372306715,0.012534316084547803,75.43728911615803,predicted_peak_apparent_flux,75.43728911615803,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3489,69.10802532865443,591.6489060844582,12811.590053383074,0.5483941287345282,0.01253375920827439,75.42712973331169,predicted_peak_apparent_flux,75.42712973331169,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3490,69.10802532865443,591.6489060844582,12811.590053383074,0.5483941287345282,0.01253375920827439,75.42712973331169,predicted_peak_apparent_flux,75.42712973331169,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3488,69.10952789934495,591.7178114905544,12811.679557220285,0.5483358607895711,0.012534532768895289,75.41107347739906,predicted_peak_apparent_flux,75.41107347739906,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3110,67.16839803868393,599.6856497391826,13148.234591071925,0.5004272625532512,0.01532799660685506,71.45118513610342,predicted_peak_apparent_flux,71.45118513610342,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3109,67.17061593855168,599.8065453314625,13148.052715779997,0.5005197848982069,0.015326794616639631,71.42471285163961,predicted_peak_apparent_flux,71.42471285163961,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3114,67.17977358877397,599.9422429908277,13147.385009498748,0.5008856160204143,0.01531948842345267,71.40201170720083,predicted_peak_apparent_flux,71.40201170720083,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3112,67.15921785695296,599.8558389028805,13147.390985775468,0.5009533101734174,0.015318232756083756,71.40101140556874,predicted_peak_apparent_flux,71.40101140556874,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3111,67.16019357513743,599.8613506129609,13147.442021876735,0.5009202258137502,0.015318371759745809,71.40072355843795,predicted_peak_apparent_flux,71.40072355843795,literature_parameterized_uemr_template_not_proprietary_waveform
0,,3113,67.16068766816761,599.8914871313991,13147.335749883934,0.5009709816086776,0.015318338348587535,71.39406848389044,predicted_peak_apparent_flux,71.39406848389044,literature_parameterized_uemr_template_not_proprietary_waveform
