window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,cap_selection_method,selected_pol,polarization_mode,polarization_contrast,polarization_jones_model,polarization_stokes_Q_over_I_mean_abs,XX_YY_power_ratio,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,local_eor_window_residual_vs_processed_background_db,local_peak_delay_bin_excess_db,local_peak_delay_ns,local_top_percentile,local_top_percentile_delay_bin_excess_db,top_1_percent_delay_bin_excess_db,top_5_percent_delay_bin_excess_db,local_null_split_even_residual_power,local_null_split_odd_residual_power,local_null_split_residual_significance,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns,max_pair_fraction_time_delta_tau_lt_bin,median_pair_fraction_time_delta_tau_lt_bin,max_pair_overlap_duration_same_delay_bin_s
0,ok,2459861.336478994,2459861.3780878233,0.9986118972301483,1071,318,100,100,True,35.0,70.0,predicted_peak_apparent_flux,ee,jones_anti_correlated,0.35,True,0.2460215724056106,2.928191853025779,100,-12.429157049607227,-27.054827772498726,-27.054827772498726,5,-13.477062665744558,-1.4942758900319895,362.1463414634147,95.0,-11.379434410482347,-10.953458973032333,-11.379434410482347,0.6577482986278681,0.666640776480097,0.008010745990299202,3.0434865111738043,0.5809710105457279,5.238620268358904,7.1921691890351145,500,1.0070983334268657,0.9971803365330802,1.4158275617220708,1.6756281024216912,True,7.2044321286978565,0.010507033286022215,0.005549471210093816,1.0000000000000007,1.0000000000000002,0.22083337887602883,0.04591578036954301,0.0,75.8412620044549,1.0,0.02680965147453083,3604.6716570854187
