window_idx,jd,time_sec,alt_deg,az_deg,range_km,range_rate_m_s,tau_s,tau_dot_s_per_s,satellite_name,satellite_index
0,2459861.2964360886,144.95978504419327,-68.11788316352306,232.37500067689152,12429.478213003233,-2449.4456499612425,7.188336330703163e-08,8.410248933820906e-11,,3449
0,2459861.2965479405,154.62378412485123,-67.81605943634302,232.23775564618774,12405.646758260842,-2482.530068825581,7.269484700040806e-08,8.383632079565732e-11,,3449
0,2459861.2966597923,164.2877832055092,-67.51410437231708,232.10344543167906,12381.49587639756,-2515.551805662224,7.350375156122159e-08,8.356873293781743e-11,,3449
0,2459861.2967716437,173.95174205303192,-67.21202111462372,231.97196078385934,12357.026280122136,-2548.5098107890226,7.43100599655359e-08,8.329973849083667e-11,,3449
0,2459861.2968834955,183.61574113368988,-66.90980887198835,231.84319647993058,12332.238384670356,-2581.403448100784,7.511376539135024e-08,8.302934477568283e-11,,3449
0,2459861.2969953474,193.27974021434784,-66.60747047351535,231.71705425048853,12307.132919023628,-2614.231671817135,7.591485098869556e-08,8.275756310316571e-11,,3449
0,2459861.2971071987,202.94369906187057,-66.30500860641722,231.59344075774692,12281.710626222412,-2646.9934390047565,7.671330010020934e-08,8.248440547850412e-11,,3449
0,2459861.2972190506,212.60769814252853,-66.00242204363536,231.47226579467585,12255.971939881609,-2679.688117959071,7.750910609649744e-08,8.22098785537555e-11,,3449
0,2459861.2973309024,222.2716972231865,-65.69971320616389,231.35344508836783,12229.917619205598,-2712.314669880201,7.830225248173834e-08,8.193399529902585e-11,,3449
0,2459861.297442754,231.93565607070923,-65.39688439418268,231.23689844858853,12203.548437365462,-2744.872058954672,7.909272292165156e-08,8.165676611166857e-11,,3449
0,2459861.2975546056,241.5996551513672,-65.093934008523,231.12254811157507,12176.864846223396,-2777.3596581489546,7.98805110105151e-08,8.137819954704978e-11,,3449
0,2459861.2976664575,251.26365423202515,-64.79086412064281,231.01032142330013,12149.867634999446,-2809.7764360080473,8.066560061286814e-08,8.10983075860725e-11,,3449
0,2459861.297778309,260.9276130795479,-64.4876766977315,230.9001491323791,12122.55760678343,-2842.12136419164,8.144797569887287e-08,8.081710070119071e-11,,3449
0,2459861.2978901607,270.59161216020584,-64.18436981847363,230.7919638567202,12094.93523154568,-2874.393820613739,8.22276301237581e-08,8.053458903021997e-11,,3449
0,2459861.2980020125,280.2556112408638,-63.880945250789935,230.68570265143694,12067.00132830371,-2906.592781518819,8.300454808757129e-08,8.025078381121375e-11,,3449
0,2459861.298113864,289.91957008838654,-63.57740467134993,230.58130542541133,12038.756729844104,-2938.7172263808316,8.377871390840905e-08,7.996569695145683e-11,,3449
0,2459861.2982257158,299.5835691690445,-63.27374587594505,230.4787135135308,12010.201924098437,-2970.7665382898413,8.455012170245108e-08,7.96793372787092e-11,,3449
0,2459861.2983375676,309.24756824970245,-62.96997036512123,230.37787213470128,11981.33775965434,-3002.7397015071474,8.531875599282682e-08,7.93917158577846e-11,,3449
0,2459861.298449419,318.9115270972252,-62.666079558396355,230.27872891547628,11952.165098763264,-3034.635703672422,8.608460145799357e-08,7.910284578143341e-11,,3449
0,2459861.298561271,328.57552617788315,-62.36207099947415,230.18123255396827,11922.684447164684,-3066.453933275887,8.684765245644256e-08,7.881273617524616e-11,,3449
0,2459861.2986731227,338.2395252585411,-62.057945949882104,230.08533517374588,11892.896682779148,-3098.193382922327,8.7607893877877e-08,7.85213988237019e-11,,3449
0,2459861.298784974,347.90348410606384,-61.75370559811423,229.99099094103704,11862.802697081574,-3129.853048719233,8.836531076111494e-08,7.822884550359683e-11,,3449
0,2459861.298896826,357.5674831867218,-61.44934725984004,229.8981548089745,11832.403013459954,-3161.4323247392895,8.911989770074593e-08,7.793508596043131e-11,,3449
0,2459861.2990086777,367.23148226737976,-61.144871979671706,229.80678477322425,11801.698538921886,-3192.9302122270456,8.987163995926015e-08,7.764013295019064e-11,,3449
0,2459861.299120529,376.8954411149025,-60.84028073538102,229.71684057164393,11770.690193916025,-3224.345716057229,9.062052293583633e-08,7.734399860936473e-11,,3449
0,2459861.299232381,386.55944019556046,-60.53557063319298,229.6282824995803,11739.378519313741,-3255.6782360799843,9.136654149844113e-08,7.704669169672176e-11,,3449
0,2459861.299344233,396.2234392762184,-60.23074251782389,229.54107357289982,11707.764450955234,-3286.9267823905684,9.210968125128605e-08,7.674822553512219e-11,,3449
0,2459861.2994560846,405.8874383568764,-59.9257959020696,229.45517794596742,11675.848804507317,-3318.090498616337,9.284993106046823e-08,7.644861244813769e-11,,3449
0,2459861.299567936,415.5513972043991,-59.62073150622488,229.37056156485193,11643.632538648179,-3349.168401744333,9.358727682842875e-08,7.614786392675207e-11,,3449
0,2459861.299679788,425.21539628505707,-59.31554617854702,229.2871906940564,11611.11621729538,-3380.15989960602,9.432171375864249e-08,7.584598998674694e-11,,3449
0,2459861.2997916397,434.879395365715,-59.01024051657152,229.2050339645074,11578.30081432364,-3411.0640146113,9.505322798343579e-08,7.554300453366119e-11,,3449
0,2459861.299903491,444.54335421323776,-58.70481506014361,229.12406123224898,11545.187316772237,-3441.879773021792,9.578180578424974e-08,7.523891897671925e-11,,3449
0,2459861.300015343,454.2073532938957,-58.39926647531013,229.04424253170288,11511.776305638785,-3472.606588776456,9.650744263172321e-08,7.493374459668773e-11,,3449
0,2459861.3001271947,463.8713523745537,-58.093595184329395,228.96555004322153,11478.068783009392,-3503.2434937566286,9.723012506203505e-08,7.462749412366448e-11,,3449
0,2459861.300239046,473.5353112220764,-57.7878015539128,228.8879570088587,11444.065764010084,-3533.789523769403,9.794983971077393e-08,7.432018018331913e-11,,3449
0,2459861.300350898,483.1993103027344,-57.481882074187936,228.81143673540893,11409.767846539798,-3564.2440989499446,9.866658236544759e-08,7.401181371480427e-11,,3449
0,2459861.30046275,492.86330938339233,-57.175836997612244,228.7359644862367,11375.176060619096,-3594.606260821107,9.938033991016933e-08,7.370240781889724e-11,,3449
0,2459861.300574601,502.52726823091507,-56.869666522398454,228.6615164488215,11340.291449181968,-3624.8750548941316,1.0009109941544595e-07,7.33919767189538e-11,,3449
0,2459861.300686453,512.191267311573,-56.563366966455675,228.58806878321806,11305.114626847268,-3655.0499076163396,1.0079885693594911e-07,7.308052908446203e-11,,3449
0,2459861.300798305,521.855266392231,-56.25693841545725,228.51559944247566,11269.646651288042,-3685.1298703078646,1.0150359974721843e-07,7.276807929215268e-11,,3449
0,2459861.300910156,531.5192252397537,-55.95038090138935,228.44408718744666,11233.888592962363,-3715.1139983204193,1.0220531532361316e-07,7.245464257786876e-11,,3449
0,2459861.301022008,541.1832243204117,-55.64369057135388,228.37351067689005,11197.841083025685,-3745.001724453061,1.0290400001803453e-07,7.214022791378775e-11,,3449
0,2459861.30113386,550.8472234010696,-55.3368673450754,228.30385022047608,11161.50520651801,-3774.7921099209925,1.0359964151608776e-07,7.182484864538438e-11,,3449
0,2459861.3012457113,560.5111822485924,-55.02991108847458,228.2350868369602,11124.882061134094,-3804.484220064711,1.0429222768355839e-07,7.150852075512565e-11,,3449
0,2459861.301357563,570.1751813292503,-54.72281777718919,228.1672013826943,11087.972294381543,-3834.0774940327974,1.0498175518400342e-07,7.119125448295912e-11,,3449
0,2459861.301469415,579.8391804099083,-54.41558716384538,228.1001762408606,11050.777018379087,-3863.571003036923,1.056682121193068e-07,7.087306240969724e-11,,3449
0,2459861.3015812663,589.503139257431,-54.10821894651496,228.03399441966647,11013.297357766905,-3892.963822489255,1.0635158676531971e-07,7.055396067493243e-11,,3449
0,2459861.301693118,599.167138338089,-53.800708926814416,227.9686387163971,10975.533976221548,-3922.255397842033,1.0703187609004177e-07,7.02339604656596e-11,,3449
0,2459861.30180497,608.831137418747,-53.493056687264264,227.90409334628757,10937.488012649203,-3951.444810380228,1.0770906862406192e-07,6.991307483117158e-11,,3449
0,2459861.3019168214,618.4950962662697,-53.1852617544952,227.84034307777193,10899.160618343307,-3980.531145613524,1.0838315307193628e-07,6.959131915501686e-11,,3449
0,2459861.3020286732,628.1590953469276,-52.877319751733964,227.77737242962212,10860.552472966814,-4009.513855246012,1.0905412669989406e-07,6.926870492907839e-11,,3449
0,2459861.302140525,637.8230944275856,-52.569230086627,227.71516724254,10821.66474192134,-4038.392030651681,1.0972197847344224e-07,6.89452472279486e-11,,3449
0,2459861.3022523765,647.4870532751083,-52.26099210902551,227.65371384889187,10782.498602860624,-4067.1647674294654,1.1038669755069437e-07,6.862096008517091e-11,,3449
0,2459861.3023642283,657.1510523557663,-51.95260125764905,227.5929983007633,10743.054751253994,-4095.831523462548,1.1104828148989609e-07,6.829585594118772e-11,,3449
0,2459861.30247608,666.8150514364243,-51.64405675877584,227.5330078871228,10703.33437870608,-4124.391400186112,1.1170671972875116e-07,6.796994959751181e-11,,3449
0,2459861.3025879315,676.479010283947,-51.33535777842508,227.47373033574178,10663.338688938738,-4152.843503248063,1.1236200182922563e-07,6.764325571307157e-11,,3449
0,2459861.3026997834,686.143009364605,-51.02649956295016,227.4151530702981,10623.06839305044,-4181.187296551885,1.1301412571613895e-07,6.731578799910365e-11,,3449
0,2459861.302811635,695.8070084452629,-50.71748114905673,227.35726467566803,10582.524708558865,-4209.421891519334,1.1366308125589983e-07,6.69875606167201e-11,,3449
0,2459861.3029234866,705.4709672927856,-50.4083015101478,227.3000541300576,10541.708864962948,-4237.546403785353,1.1430885848267112e-07,6.665858889450411e-11,,3449
0,2459861.3030353384,715.1349663734436,-50.09895569059821,227.2435100894733,10500.62158881847,-4265.560303101782,1.1495145564435427e-07,6.632888556509548e-11,,3449
0,2459861.3031471903,724.7989654541016,-49.789442527573314,227.18762230350634,10459.264123267616,-4293.462710690801,1.1559086306091542e-07,6.599846692417727e-11,,3449
0,2459861.303259042,734.4629645347595,-49.47975950167873,227.13238064724638,10417.63754944056,-4321.252867719042,1.1622707389171445e-07,6.566734817734911e-11,,3449
0,2459861.3033708935,744.1269233822823,-49.16990531276307,227.07777557490698,10375.743130759125,-4348.929903007811,1.1686007881707824e-07,6.533554442707611e-11,,3449
0,2459861.3034827453,753.7909224629402,-48.85987471778166,227.02379720173656,10333.581614131364,-4376.4932937113335,1.1748987653225253e-07,6.500306838831376e-11,,3449
0,2459861.303594597,763.4549215435982,-48.54966626918848,226.9704366570884,10291.15427642526,-4403.942174032563,1.1811645800336746e-07,6.466993717062632e-11,,3449
0,2459861.3037064485,773.1188803911209,-48.23927844668714,226.91768538052222,10248.46240617556,-4431.275682302774,1.1873981437052043e-07,6.433616707351761e-11,,3449
0,2459861.3038183004,782.7828794717789,-47.928705775584305,226.86553446468145,10205.506765372153,-4458.493300895789,1.1935994472038348e-07,6.400177176403215e-11,,3449
0,2459861.303930152,792.4468785524368,-47.617946578272395,226.81397596357786,10162.288655853608,-4485.59417343064,1.1997684049749661e-07,6.36667675760249e-11,,3449
0,2459861.3040420036,802.1108373999596,-47.306999099248856,226.76300221373663,10118.809390993187,-4512.577447564341,1.2059049333900647e-07,6.333117096547411e-11,,3449
0,2459861.3041538554,811.7748364806175,-46.99585761606981,226.71260520017648,10075.069747716176,-4539.44261053449,1.212009026919458e-07,6.299499687384825e-11,,3449
0,2459861.3042657073,821.4388355612755,-46.684520204562716,226.6627778216015,10031.071052563377,-4566.188815076835,1.2180806052275632e-07,6.26582624315069e-11,,3449
0,2459861.3043775586,831.1027944087982,-46.372984856773776,226.6135132354207,9986.81464347992,-4592.815217863652,1.2241195896563387e-07,6.232098428420669e-11,,3449
0,2459861.3044894105,840.7667934894562,-46.06124558413925,226.56480424584979,9942.30131219175,-4619.321310577798,1.2301259787146372e-07,6.198317672000132e-11,,3449
0,2459861.3046012623,850.4307925701141,-45.74930019710271,226.51664452756435,9897.532409682546,-4645.706254705146,1.2360996969131057e-07,6.164485827625729e-11,,3449
0,2459861.3047131137,860.0947514176369,-45.43714641563389,226.4690279935374,9852.509298213225,-4671.969215551682,1.2420406711233756e-07,6.130604742637109e-11,,3449
0,2459861.3048249655,869.7587504982948,-45.12477796418554,226.4219482044172,9807.232784188423,-4698.109688725031,1.247948903830693e-07,6.09667574844541e-11,,3449
0,2459861.3049368174,879.4227495789528,-44.81219236646196,226.37539955201058,9761.704242787886,-4724.126844044949,1.2538243248889848e-07,6.062700707941111e-11,,3449
0,2459861.3050486688,889.0867084264755,-44.49938704809352,226.329376649054,9715.925060343594,-4750.019855006714,1.2596668663888993e-07,6.028681557566599e-11,,3449
0,2459861.3051605206,898.7507075071335,-44.18635542293588,226.28387375906755,9669.896057833039,-4775.788220566523,1.2654765351027323e-07,5.99461988503633e-11,,3449
0,2459861.3052723724,908.4147065877914,-43.873094703765844,226.23888594096312,9623.61863439765,-4801.431118366076,1.2712532666004763e-07,5.960517495423673e-11,,3449
0,2459861.305384224,918.0786654353142,-43.5596019966926,226.1944084598912,9577.09420021136,-4826.947729518346,1.2769969983781903e-07,5.926376288175856e-11,,3449
0,2459861.3054960757,927.7426645159721,-43.245870378284955,226.15043623694172,9530.323590735923,-4852.337555707432,1.2827077416194822e-07,5.892197914536627e-11,,3449
0,2459861.3056079275,937.4066635966301,-42.931896723050805,226.1069649559843,9483.308228856564,-4877.599781770608,1.2883854374240176e-07,5.857984344396165e-11,,3449
0,2459861.305719779,947.0706224441528,-42.61767778911724,226.06399049486603,9436.04954837716,-4902.733595807629,1.2940300292524457e-07,5.82373766740874e-11,,3449
0,2459861.3058316307,956.7346215248108,-42.30320628562729,226.02150839440495,9388.548399175092,-4927.738501484098,1.2996415329482113e-07,5.789459373431108e-11,,3449
0,2459861.3059434826,966.3986206054688,-41.9884787179329,225.97951492843626,9340.806227681029,-4952.61369013082,1.3052198952649148e-07,5.755151595091225e-11,,3449
0,2459861.306055334,976.0625794529915,-41.673491464019065,225.93800655474908,9292.824491135898,-4977.358356108249,1.310765065876321e-07,5.720816485536421e-11,,3449
0,2459861.306167186,985.7265785336494,-41.35823683157683,225.89697940287516,9244.604053787763,-5001.972004191077,1.316277065161449e-07,5.68645569479978e-11,,3449
0,2459861.3062790376,995.3905776143074,-41.04271092189975,225.8564303082157,9196.146385435939,-5026.453831372317,1.3217558463976706e-07,5.652071420048621e-11,,3449
0,2459861.306390889,1005.0545364618301,-40.72690969649155,225.8163562821686,9147.452966589377,-5050.8030374188675,1.32720136516121e-07,5.617665783030165e-11,,3449
0,2459861.306502741,1014.7185355424881,-40.410825023152455,225.77675401831556,9098.524675848206,-5075.01912724576,1.3326136470501034e-07,5.583240626210811e-11,,3449
0,2459861.3066145927,1024.382534623146,-40.09445255965776,225.73762089137193,9049.363006229327,-5099.1013024708955,1.3379926516169687e-07,5.548798239358346e-11,,3449
0,2459861.3067264445,1034.046533703804,-39.77778649096383,225.6989542860465,8999.969255249685,-5123.048866983911,1.3433383632668865e-07,5.514340674935842e-11,,3449
0,2459861.306838296,1043.7104925513268,-39.46082215840669,225.66075192132527,8950.344934225015,-5146.861026251339,1.3486507462123118e-07,5.4798702645172903e-11,,3449
0,2459861.3069501477,1053.3744916319847,-39.14355077469424,225.62301121480482,8900.490940916796,-5170.537283606478,1.3539298333206253e-07,5.445389010893484e-11,,3449
0,2459861.3070619996,1063.0384907126427,-38.825967335757475,225.58573023575474,8850.408799114455,-5194.076845348172,1.3591755930913317e-07,5.4108992782868205e-11,,3449
0,2459861.307173851,1072.7024495601654,-38.50806666195429,225.548907218359,8800.100043118478,-5217.478919684829,1.3643879968198377e-07,5.376403440692423e-11,,3449
0,2459861.307285703,1082.3664486408234,-38.18983941560856,225.51254010964357,8749.565585124848,-5240.743007225159,1.3695670829031964e-07,5.341903565033555e-11,,3449
0,2459861.3073975546,1092.0304477214813,-37.87128003550009,225.47662748868956,8698.8069719109,-5263.868316170585,1.3747128270481272e-07,5.307402205256e-11,,3449
0,2459861.307509406,1101.694406569004,-37.55238276593847,225.44116809783682,8647.825760698022,-5286.8540561983245,1.3798252076951186e-07,5.272901835130813e-11,,3449
0,2459861.307621258,1111.358405649662,-37.23313766064774,225.4061604081572,8596.622878218292,-5309.699723617057,1.384904269392209e-07,5.238404714427084e-11,,3449
0,2459861.3077331097,1121.02240473032,-36.91353854126576,225.3716035052383,8545.199894202811,-5332.404527003353,1.3899499953639863e-07,5.203913425872099e-11,,3449
0,2459861.307844961,1130.6863635778427,-36.59357901345566,225.33749663811773,8493.558388774973,-5354.967675885535,1.3949623715066787e-07,5.169430607248961e-11,,3449
0,2459861.307956813,1140.3503626585007,-36.2732484561421,225.30383880221896,8441.699303351596,-5377.38866052829,1.399941448954226e-07,5.134958679164668e-11,,3449
0,2459861.3080686647,1150.0143617391586,-35.952540005524774,225.27062959199114,8389.624230631602,-5399.666688112309,1.4048872186976115e-07,5.100500430122821e-11,,3449
0,2459861.308180516,1159.6783205866814,-35.631446557295355,225.23786876743745,8337.334773670991,-5421.800966137205,1.40979967486544e-07,5.06605859714975e-11,,3449
0,2459861.308292368,1169.3423196673393,-35.309956740141025,225.20555585447775,8284.831888775496,-5443.790976785589,1.414678875301817e-07,5.0316356975451526e-11,,3449
0,2459861.30840422,1179.0063187479973,-34.98806292688919,225.17369096465524,8232.11719168109,-5465.6359238033765,1.4195248194164965e-07,4.997234694067158e-11,,3449
0,2459861.308516071,1188.67027759552,-34.66575722180544,225.1422743791707,8179.1923084654345,-5487.335010470182,1.4243375096325935e-07,4.962858598862204e-11,,3449
0,2459861.308627923,1198.334276676178,-34.34302741715839,225.11130616673216,8126.058210590806,-5508.887708536291,1.4291170114984754e-07,4.928510042150563e-11,,3449
0,2459861.308739775,1207.998275756836,-34.019865033250184,225.0807869704164,8072.716536963949,-5530.293215898157,1.433863332935865e-07,4.894192162023952e-11,,3449
0,2459861.3088516262,1217.6622346043587,-33.69626128966059,225.05071760921314,8019.168936841664,-5551.550729127659,1.4385764856564845e-07,4.8599081961313944e-11,,3449
0,2459861.308963478,1227.3262336850166,-33.37220304351909,225.02109871349637,7965.416397182934,-5572.659706815379,1.4432565429129652e-07,4.8256609359966925e-11,,3449
0,2459861.30907533,1236.9902327656746,-33.047680860342886,224.9919314790198,7911.460580274697,-5593.619338188379,1.4479035222262924e-07,4.791453744827856e-11,,3449
0,2459861.3091871813,1246.6541916131973,-32.722684967943394,224.96321728606253,7857.303158788429,-5614.428810153855,1.4525174446899932e-07,4.7572900517275086e-11,,3449
0,2459861.309299033,1256.3181906938553,-32.397201174922,224.93495735272228,7802.945135607072,-5635.087564951973,1.4570983922861258e-07,4.723172938280839e-11,,3449
0,2459861.309410885,1265.9821897745132,-32.07121897436899,224.90715345594566,7748.388196694183,-5655.594779881358,1.4616463924766603e-07,4.689105882383457e-11,,3449
0,2459861.3095227364,1275.646148622036,-31.744727479022092,224.8798075684307,7693.634038464698,-5675.949628716917,1.466161476544633e-07,4.655092630727944e-11,,3449
0,2459861.309634588,1285.310147702694,-31.41771131830668,224.85292153004667,7638.683680251999,-5696.15153360687,1.4706437357917752e-07,4.621136506932122e-11,,3449
0,2459861.30974644,1294.974146783352,-31.090158777142126,224.82649773568056,7583.538832096568,-5716.1996560826665,1.4750932083355504e-07,4.587241266941415e-11,,3449
0,2459861.3098582914,1304.6381056308746,-30.762057710750316,224.80053879015483,7528.201214593648,-5736.093152725429,1.4795099365494054e-07,4.5534109077219905e-11,,3449
0,2459861.3099701433,1314.3021047115326,-30.433391418371514,224.77504719816656,7472.671864171303,-5755.831421185227,1.4838940216449911e-07,4.519648962980988e-11,,3449
0,2459861.310081995,1323.9661037921906,-30.10414681960037,224.75002601863346,7416.952515468135,-5775.413602545101,1.4882455132340345e-07,4.4859596046341023e-11,,3449
0,2459861.310193847,1333.6301028728485,-29.774308972622396,224.72547843676716,7361.044680680471,-5794.838912244479,1.4925644835440018e-07,4.452346886026311e-11,,3449
0,2459861.3103056983,1343.2940617203712,-29.44386379465684,224.70140797907735,7304.950113550065,-5814.106476425775,1.4968509906985888e-07,4.4188151273588337e-11,,3449
0,2459861.31041755,1352.9580608010292,-29.11279253410184,224.6778181217244,7248.669874542135,-5833.215651840088,1.50110515069666e-07,4.385368410679816e-11,,3449
0,2459861.310529402,1362.6220598816872,-28.78108000105802,224.65471289950096,7192.205732156741,-5852.165544233576,1.5053270299564199e-07,4.3520112347478344e-11,,3449
0,2459861.3106412534,1372.28601872921,-28.448710427243867,224.63209660433395,7135.55946587364,-5870.955249209073,1.5095166998354991e-07,4.3187483258722356e-11,,3449
0,2459861.310753105,1381.9500178098679,-28.115663276651922,224.60997352065363,7078.732155349056,-5889.58408543095,1.5136742884172724e-07,4.285584073163512e-11,,3449
0,2459861.310864957,1391.6140168905258,-27.781921519918534,224.58834849968224,7021.725595499515,-5908.051124365302,1.5177998759441258e-07,4.252523379275495e-11,,3449
0,2459861.3109768084,1401.2779757380486,-27.447467467078837,224.56722667757856,6964.541592519504,-5926.355424693029,1.5218935478463965e-07,4.219571318428371e-11,,3449
0,2459861.3110886603,1410.9419748187065,-27.11227854649135,224.54661323154244,6907.181246450444,-5944.496259055566,1.5259554455035266e-07,4.186732763858782e-11,,3449
0,2459861.311200512,1420.6059738993645,-26.77633562659749,224.5265139187255,6849.646379754528,-5962.472655578691,1.529985664162575e-07,4.154013043757503e-11,,3449
0,2459861.3113123635,1430.2699327468872,-26.43961881847162,224.50693481478615,6791.938826535418,-5980.283627346798,1.5339843045692094e-07,4.1214176705757464e-11,,3449
0,2459861.3114242153,1439.9339318275452,-26.1021032199093,224.48788209174847,6734.059708693325,-5997.928391668771,1.5379515227658236e-07,4.088951937671546e-11,,3449
0,2459861.311536067,1449.5979309082031,-25.76376728783488,224.4693625207041,6676.010877609539,-6015.405923945189,1.541887430122512e-07,4.056621653393178e-11,,3449
0,2459861.3116479185,1459.2618897557259,-25.424588607592725,224.45138323174513,6617.794196774183,-6032.715180801635,1.545792144160353e-07,4.024432841787347e-11,,3449
0,2459861.3117597704,1468.9258888363838,-25.08453959837328,224.43395151479172,6559.4108117092965,-6049.855312858999,1.549665836858382e-07,3.9923913130820145e-11,,3449
0,2459861.311871622,1478.5898879170418,-24.74359593998084,224.4170752851414,6500.862604411017,-6066.825230760151,1.5535086373562033e-07,3.9605034434611236e-11,,3449
0,2459861.3119834736,1488.2538467645645,-24.40173230517115,224.40076286595234,6442.151469570856,-6083.623821839574,1.557320681379324e-07,3.9287757606004606e-11,,3449
0,2459861.3120953254,1497.9178458452225,-24.058918022011923,224.38502281350532,6383.278578459219,-6100.250156165857,1.5611021584898957e-07,3.89721467230361e-11,,3449
0,2459861.3122071773,1507.5818449258804,-23.71512555900754,224.369864344534,6324.245845768915,-6116.703064940579,1.5648532171813776e-07,3.865827163042623e-11,,3449
0,2459861.3123190287,1517.2458037734032,-23.37032621615367,224.35529714269123,6265.055199619323,-6132.981350536982,1.5685740130923115e-07,3.834620367612589e-11,,3449
0,2459861.3124308805,1526.9098028540611,-23.024485739090046,224.3413312100079,6205.707839600015,-6149.083985487814,1.5722647551697693e-07,3.8036013239101775e-11,,3449
0,2459861.3125427323,1536.573801934719,-22.677572866853232,224.3279772548257,6146.205715654038,-6165.00970355334,1.575925613031803e-07,3.772777682310498e-11,,3449
0,2459861.3126545837,1546.2377607822418,-22.329554976550043,224.31524652398946,6086.5507920600785,-6180.757202797104,1.579556764124989e-07,3.742157287059944e-11,,3449
0,2459861.3127664356,1555.9017598628998,-21.980393643250505,224.30315068263408,6026.744299844099,-6196.325337334652,1.583158438769517e-07,3.711747838703618e-11,,3449
0,2459861.3128782874,1565.5657589435577,-21.63005325488326,224.29170216144092,5966.788227333159,-6211.712721193908,1.5867308296651622e-07,3.681557760544121e-11,,3449
0,2459861.312990139,1575.2297177910805,-21.27849660450233,224.2809140166795,5906.68457832235,-6226.917924115958,1.5902741382411271e-07,3.6515956430524566e-11,,3449
0,2459861.3131019906,1584.8937168717384,-20.925680388698943,224.2707998409214,5846.434619065535,-6241.939655906346,1.5937886182410462e-07,3.6218699623802915e-11,,3449
0,2459861.3132138425,1594.5577159523964,-20.571563894400942,224.2613740682513,5786.040380129947,-6256.776383517543,1.5972744878384683e-07,3.5923899105812814e-11,,3449
0,2459861.313325694,1604.2216747999191,-20.216104531444948,224.25265186477154,5725.503908952064,-6271.42651780264,1.6007319744644836e-07,3.563164907951705e-11,,3449
0,2459861.3134375457,1613.885673880577,-19.859253261029,224.24464907342,5664.826511658526,-6285.888591788302,1.6041613578646153e-07,3.534204303179809e-11,,3449
0,2459861.3135493975,1623.549672961235,-19.500963359099632,224.23738247571438,5604.010265807742,-6300.160890247964,1.607562883891841e-07,3.5055181137353195e-11,,3449
0,2459861.3136612494,1633.213672041893,-19.141184379706495,224.23086969044147,5543.057013555819,-6314.241687259695,1.610936822630289e-07,3.477116536679297e-11,,3449
0,2459861.3137731007,1642.8776308894157,-18.779865007657133,224.2251292840762,5481.968868690666,-6328.129123530234,1.6142834402187586e-07,3.449010169059627e-11,,3449
0,2459861.3138849526,1652.5416299700737,-18.416946893907625,224.2201807324727,5420.747199537303,-6341.821431252698,1.6176030548619576e-07,3.42120953986642e-11,,3449
0,2459861.3139968044,1662.2056290507317,-18.052373529334602,224.21604462250042,5359.3941557280195,-6355.316581205581,1.62089595338836e-07,3.3937259037887395e-11,,3449
0,2459861.314108656,1671.8695878982544,-17.68608560059956,224.21274262762867,5297.911908574456,-6368.612451955036,1.6241624341207038e-07,3.3665707729253216e-11,,3449
