window_idx,status,start_jd,stop_jd,duration_hours,n_visible_total,n_after_peak_alt_gate,n_used_emitters,max_sats_per_window,truncated_by_cap,peak_alt_min_deg,peak_alt_max_deg,cap_selection_method,selected_pol,polarization_mode,polarization_contrast,polarization_jones_model,polarization_stokes_Q_over_I_mean_abs,XX_YY_power_ratio,n_emitters,interaction_vs_processed_background_db,processed_starlink_survival_vs_raw_starlink_db,interaction_survival_vs_raw_starlink_db,subspace_rank,local_eor_window_residual_vs_processed_background_db,local_peak_delay_bin_excess_db,local_peak_delay_ns,local_top_percentile,local_top_percentile_delay_bin_excess_db,top_1_percent_delay_bin_excess_db,top_5_percent_delay_bin_excess_db,local_null_split_even_residual_power,local_null_split_odd_residual_power,local_null_split_residual_significance,delay_excess_power_coherent_complex_sum,delay_excess_power_incoherent_sum,coherence_amplification_ratio,coherence_amplification_db,phase_randomized_null_trials,phase_randomized_null_ratio_mean,phase_randomized_null_ratio_median,phase_randomized_null_ratio_p95,phase_randomized_null_ratio_p99,observed_exceeds_phase_null_p95,observed_minus_phase_null_median_db,max_single_delay_excess_power,median_single_delay_excess_power,max_pair_peak_coherence,max_pair_weighted_coherence,median_pair_peak_coherence,median_pair_weighted_coherence,min_pair_delta_tau_ns,median_pair_delta_tau_ns,max_pair_fraction_time_delta_tau_lt_bin,median_pair_fraction_time_delta_tau_lt_bin,max_pair_overlap_duration_same_delay_bin_s
0,ok,2459861.2947583133,2459861.3363671424,0.9986118972301483,889,243,25,25,True,35.0,70.0,predicted_peak_apparent_flux,ee,jones_anti_correlated,0.35,True,0.24504208910244366,2.948919904776188,25,-23.334850917082882,-29.776042159625806,-29.77604215962578,5,-24.666751046017566,-15.942740966533162,349.6585365853658,95.0,-22.93307956458133,-24.52564233089456,-22.93307956458133,0.08130126407607224,0.08194311367650142,0.0036796761708979674,0.8233423719962831,0.15365897580114626,5.358244565301477,7.290225321420896,500,1.0043119604194537,0.9090828588161517,1.915514868099818,2.3425704815125683,True,7.704190631262381,0.00952693262197872,0.006823164794047796,1.0000000000000007,1.0000000000000002,0.2316009667055593,0.054049662718667055,0.0,38.37114595516525,1.0,0.05361930294906166,3604.6716570854187
